Movie Name,Genre,Studio,Country,Primary Language,Release Year,Duration,Avg Rating,Raters,Fans,Watched,Lists,Likes
Bad Times at the El Royale,Crime,20th Century Fox,USA,English,2018,"
					
					141 mins",3.47,"203,488 ratings",701 fans,"289,798 members","45,155 lists","66,134 members"
Contagion,Drama,Participant,USA,English,2011,"
					
					106 mins",3.37,"235,821 ratings",128 fans,"409,978 members","37,266 lists","61,009 members"
Mary Poppins,Family,Walt Disney Productions,USA,English,1964,"
					
					139 mins",3.89,"227,899 ratings",2.5K fans,"540,024 members","69,536 lists","105,862 members"
Antichrist,Thriller,Zentropa Entertainments,Germany,English,2009,"
					
					109 mins",3.4,"160,969 ratings",1.2K fans,"249,448 members","64,793 lists","50,092 members"
The Cabinet of Dr. Caligari,Crime,Decla Film Gesellschaft Holz & Co.,Germany,No spoken language,1920,"
					
					78 mins",4.07,"139,997 ratings",1.9K fans,"231,818 members","85,422 lists","68,261 members"
Three Colours: Red,Mystery,"Zespół Filmowy ""Tor""",France,French,1994,"
					
					100 mins",4.34,"119,123 ratings",3.5K fans,"181,139 members","69,150 lists","64,100 members"
Love & Other Drugs,Comedy,Fox 2000 Pictures,USA,English,2010,"
					
					112 mins",3.15,"219,476 ratings",906 fans,"383,066 members","36,651 lists","61,755 members"
The Big Sick,Drama,FilmNation Entertainment,USA,English,2017,"
					
					120 mins",3.76,"216,780 ratings",464 fans,"346,514 members","54,038 lists","86,792 members"
True Romance,Romance,Morgan Creek Entertainment,France,English,1993,"
					
					120 mins",3.94,"168,360 ratings",5.1K fans,"253,796 members","63,677 lists","76,926 members"
Drive-Away Dolls,Comedy,Working Title Films,UK,English,2024,"
					
					84 mins",2.88,"130,614 ratings",197 fans,"153,211 members","50,799 lists","35,373 members"
Brother Bear,Animation,Walt Disney Feature Animation,USA,English,2003,"
					
					85 mins",3.65,"249,162 ratings",3.2K fans,"561,485 members","54,731 lists","102,603 members"
Percy Jackson & the Olympians: The Lightning Thief,Adventure,1492 Pictures,USA,English,2010,"
					
					118 mins",2.56,"275,195 ratings",451 fans,"572,183 members","30,003 lists","56,084 members"
Treasure Planet,Fantasy,Walt Disney Pictures,USA,English,2002,"
					
					95 mins",3.83,"214,647 ratings",5.5K fans,"418,904 members","59,910 lists","107,504 members"
Gran Turismo,Adventure,PlayStation Productions,USA,English,2023,"
					
					135 mins",3.34,"201,955 ratings",1.3K fans,"237,367 members","44,991 lists","65,529 members"
Gattaca,Thriller,Jersey Films,USA,English,1997,"
					
					106 mins",3.78,"195,467 ratings",3.4K fans,"345,366 members","45,616 lists","80,136 members"
Constantine,Fantasy,Village Roadshow Pictures,Germany,English,2005,"
					
					121 mins",3.33,"229,373 ratings",2K fans,"400,610 members","43,629 lists","83,789 members"
M,Thriller,Nero-Film AG,Germany,German,1931,"
					
					111 mins",4.32,"136,795 ratings",1.6K fans,"209,550 members","91,260 lists","64,540 members"
Fantastic Four,Science Fiction,Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 3 KG,Germany,English,2005,"
					
					106 mins",2.44,"290,172 ratings",92 fans,"654,284 members","38,372 lists","51,573 members"
"Crouching Tiger, Hidden Dragon",Drama,China Film Co-Production Corporation,China,Chinese,2000,"
					
					120 mins",4.04,"174,524 ratings",1.9K fans,"311,565 members","73,231 lists","79,570 members"
Blade,Action,New Line Cinema,USA,English,1998,"
					
					121 mins",3.42,"208,269 ratings",1.2K fans,"364,239 members","58,550 lists","78,428 members"
Only Lovers Left Alive,Drama,Recorded Picture Company,France,English,2013,"
					
					123 mins",3.81,"148,049 ratings",4.5K fans,"226,335 members","57,274 lists","73,246 members"
Tokyo Story,Drama,Shochiku,Japan,Japanese,1953,"
					
					137 mins",4.43,"95,058 ratings",3K fans,"141,221 members","83,404 lists","49,821 members"
National Treasure,Thriller,Walt Disney Pictures,USA,English,2004,"
					
					131 mins",3.26,"252,995 ratings",1.8K fans,"536,199 members","40,899 lists","84,565 members"
Dumb and Dumber,Comedy,New Line Cinema,USA,English,1994,"
					
					107 mins",3.33,"264,100 ratings",2.3K fans,"556,652 members","43,744 lists","85,941 members"
West Side Story,Romance,Seven Arts Productions,USA,English,1961,"
					
					151 mins",3.82,"168,038 ratings",2.6K fans,"336,258 members","84,874 lists","73,197 members"
Unforgiven,Western,Warner Bros. Pictures,USA,English,1992,"
					
					130 mins",4.2,"178,669 ratings",1.8K fans,"266,285 members","92,133 lists","75,741 members"
Fast Five,Crime,Original Film,USA,English,2011,"
					
					130 mins",3.45,"253,667 ratings",1.8K fans,"458,289 members","58,942 lists","81,006 members"
The Jungle Book,Animation,Walt Disney Pictures,UK,English,2016,"
					
					106 mins",3.2,"274,789 ratings",93 fans,"562,645 members","44,441 lists","68,562 members"
The Visit,Thriller,Blumhouse Productions,Japan,English,2015,"
					
					94 mins",3.06,"229,536 ratings",378 fans,"343,208 members","56,519 lists","58,444 members"
Fast X,Crime,Universal Pictures,USA,English,2023,"
					
					142 mins",2.48,"202,346 ratings",179 fans,"255,546 members","63,422 lists","41,149 members"
The Intern,Comedy,Warner Bros. Pictures,USA,English,2015,"
					
					121 mins",3.26,"240,430 ratings",1.1K fans,"429,736 members","31,635 lists","74,308 members"
Starship Troopers,Adventure,TriStar Pictures,USA,English,1997,"
					
					129 mins",3.81,"205,489 ratings",2.4K fans,"327,209 members","54,936 lists","93,063 members"
Missing,Thriller,Stage 6 Films,USA,English,2023,"
					
					111 mins",3.48,"195,000 ratings",285 fans,"233,000 members","47,672 lists","59,248 members"
The Blind Side,Drama,Alcon Entertainment,USA,English,2009,"
					
					129 mins",3.31,"272,060 ratings",1.2K fans,"552,417 members","37,328 lists","76,123 members"
"Hail, Caesar!",Crime,Universal Pictures,UK,English,2016,"
					
					106 mins",3.25,"199,702 ratings",238 fans,"316,533 members","54,152 lists","54,411 members"
Furious 7,Action,Original Film,USA,English,2015,"
					
					137 mins",3.24,"258,430 ratings",1.1K fans,"470,714 members","60,714 lists","72,814 members"
Maze Runner: The Scorch Trials,Thriller,Temple Hill Entertainment,USA,English,2015,"
					
					131 mins",2.92,"268,965 ratings",719 fans,"466,995 members","32,637 lists","65,752 members"
All About My Mother,Comedy,Renn Productions,Spain,Spanish,1999,"
					
					101 mins",4.15,"147,836 ratings",5.5K fans,"218,255 members","64,309 lists","75,946 members"
Candyman,Thriller,Propaganda Films,USA,English,1992,"
					
					100 mins",3.64,"174,918 ratings",1.2K fans,"270,043 members","79,813 lists","74,238 members"
Primal Fear,Drama,Paramount,USA,English,1996,"
					
					129 mins",3.88,"188,811 ratings",2.5K fans,"265,591 members","39,221 lists","70,152 members"
Violent Night,Crime,87North Productions,Canada,English,2022,"
					
					111 mins",3.04,"190,572 ratings",81 fans,"232,204 members","50,304 lists","57,778 members"
Madagascar: Escape 2 Africa,Animation,DreamWorks Animation,USA,English,2008,"
					
					89 mins",3.1,"276,407 ratings",358 fans,"676,651 members","39,009 lists","68,559 members"
Captain Phillips,Action,Columbia Pictures,USA,English,2013,"
					
					134 mins",3.74,"253,620 ratings",380 fans,"420,312 members","41,596 lists","76,576 members"
Atomic Blonde,Thriller,Focus Features,Sweden,English,2017,"
					
					115 mins",3.27,"203,087 ratings",959 fans,"328,195 members","45,367 lists","64,531 members"
Columbus,Drama,Nonetheless Productions,USA,English,2017,"
					
					105 mins",3.98,"99,609 ratings",4.4K fans,"131,440 members","50,586 lists","49,071 members"
Murder Mystery,Action,Vinson Films,USA,English,2019,"
					
					97 mins",2.65,"270,926 ratings",299 fans,"445,598 members","32,140 lists","53,211 members"
Gone with the Wind,Romance,Selznick International Pictures,USA,English,1939,"
					
					233 mins",3.84,"146,604 ratings",3.7K fans,"278,106 members","86,436 lists","57,082 members"
Terrifier,Horror,Dark Age Cinema,USA,English,2016,"
					
					84 mins",2.44,"213,599 ratings",1.1K fans,"276,485 members","47,322 lists","47,492 members"
You’ve Got Mail,Comedy,Warner Bros. Pictures,USA,English,1998,"
					
					119 mins",3.47,"189,227 ratings",3.7K fans,"356,515 members","59,935 lists","72,876 members"
After Yang,Science Fiction,A24,USA,English,2021,"
					
					96 mins",3.85,"115,079 ratings",1.1K fans,"143,168 members","57,724 lists","48,140 members"
Paranormal Activity,Horror,Blumhouse Productions,USA,English,2007,"
					
					86 mins",2.87,"251,175 ratings",359 fans,"507,078 members","59,360 lists","56,875 members"
The Dreamers,Drama,Fiction Films,Belgium,English,2003,"
					
					115 mins",3.58,"150,432 ratings",5.1K fans,"243,166 members","40,973 lists","64,054 members"
The Man from U.N.C.L.E.,Action,Wigram Productions,USA,English,2015,"
					
					116 mins",3.45,"230,637 ratings",1.4K fans,"381,519 members","39,361 lists","81,213 members"
Ice Age: The Meltdown,Adventure,20th Century Fox Animation,USA,English,2006,"
					
					91 mins",3.05,"278,490 ratings",148 fans,"733,895 members","31,971 lists","63,583 members"
Run,Thriller,Search Party,USA,English,2020,"
					
					90 mins",3.16,"224,891 ratings",178 fans,"299,857 members","37,852 lists","50,660 members"
Logan Lucky,Crime,Fingerprint Releasing,USA,English,2017,"
					
					118 mins",3.54,"213,261 ratings",456 fans,"314,103 members","45,912 lists","74,310 members"
Possessor,Science Fiction,Rhombus Media,Australia,English,2020,"
					
					104 mins",3.59,"146,697 ratings",613 fans,"183,682 members","64,110 lists","52,393 members"
Brooklyn,Drama,Wildgaze Films,Canada,English,2015,"
					
					111 mins",3.78,"168,368 ratings",1.9K fans,"277,211 members","51,141 lists","69,852 members"
Pineapple Express,Comedy,Columbia Pictures,USA,English,2008,"
					
					111 mins",3.31,"247,233 ratings",1.2K fans,"459,140 members","38,004 lists","84,381 members"
Child’s Play,Horror,United Artists,USA,English,1988,"
					
					87 mins",3.32,"215,880 ratings",1.4K fans,"377,915 members","79,436 lists","76,692 members"
The King of Staten Island,Drama,Universal Pictures,USA,English,2020,"
					
					137 mins",3.45,"196,550 ratings",708 fans,"280,359 members","39,125 lists","67,825 members"
TRON: Legacy,Action,Walt Disney Pictures,USA,English,2010,"
					
					125 mins",3.14,"240,597 ratings",4.2K fans,"475,400 members","42,507 lists","78,171 members"
The Adventures of Tintin,Adventure,Paramount,New Zealand,English,2011,"
					
					107 mins",3.58,"236,816 ratings",1.1K fans,"458,538 members","53,609 lists","84,037 members"
Three Thousand Years of Longing,Romance,FilmNation Entertainment,Australia,English,2022,"
					
					108 mins",3.38,"148,681 ratings",296 fans,"186,309 members","45,688 lists","46,112 members"
Mad Max,Action,Kennedy Miller Productions,Australia,English,1979,"
					
					91 mins",3.32,"195,304 ratings",606 fans,"313,918 members","57,681 lists","61,659 members"
Bambi,Drama,Walt Disney Productions,USA,English,1942,"
					
					70 mins",3.5,"230,865 ratings",609 fans,"643,163 members","57,206 lists","73,842 members"
Let the Right One In,Horror,EFTI,Germany,Swedish,2008,"
					
					114 mins",4.05,"157,269 ratings",2.2K fans,"256,684 members","84,274 lists","74,253 members"
Fantasia,Family,Walt Disney Productions,USA,English,1940,"
					
					124 mins",3.9,"188,830 ratings",1.3K fans,"462,823 members","68,245 lists","86,625 members"
War of the Worlds,Science Fiction,Paramount,USA,English,2005,"
					
					117 mins",3.28,"237,724 ratings",821 fans,"418,333 members","59,496 lists","65,528 members"
Dogville,Crime,Zentropa Entertainments,Denmark,English,2003,"
					
					178 mins",4.15,"115,997 ratings",3.6K fans,"182,027 members","53,243 lists","55,152 members"
In the Heights,Romance,Likely Story,USA,English,2021,"
					
					143 mins",3.49,"188,757 ratings",818 fans,"265,792 members","55,169 lists","66,033 members"
Crash,Drama,Téléfilm Canada,Canada,English,1996,"
					
					100 mins",3.68,"121,399 ratings",2.9K fans,"186,824 members","61,753 lists","49,770 members"
A Man Called Otto,Drama,Playtone,Sweden,English,2022,"
					
					126 mins",3.54,"195,993 ratings",928 fans,"240,555 members","34,713 lists","65,242 members"
Ghost World,Comedy,Mr. Mudd Production,Germany,English,2001,"
					
					111 mins",3.61,"147,309 ratings",3.2K fans,"240,203 members","55,210 lists","66,379 members"
Rush,Drama,Revolution Films,UK,English,2013,"
					
					123 mins",3.8,"227,114 ratings",1.8K fans,"338,919 members","39,767 lists","79,085 members"
The Founder,History,Speedie Distribution,Greece,English,2016,"
					
					115 mins",3.39,"237,113 ratings",271 fans,"367,793 members","28,000 lists","60,564 members"
27 Dresses,Romance,Fox 2000 Pictures,USA,English,2008,"
					
					111 mins",3.16,"194,761 ratings",1.8K fans,"372,507 members","53,610 lists","68,720 members"
Pinocchio,Animation,Walt Disney Productions,USA,English,1940,"
					
					88 mins",3.49,"233,067 ratings",350 fans,"619,714 members","60,717 lists","71,061 members"
Cha Cha Real Smooth,Drama,Picturestart,USA,English,2022,"
					
					108 mins",3.83,"127,461 ratings",1.6K fans,"154,860 members","51,517 lists","56,853 members"
Upgrade,Science Fiction,Goalpost Pictures,Australia,English,2018,"
					
					100 mins",3.66,"197,782 ratings",704 fans,"268,060 members","50,196 lists","74,597 members"
Cinderella,Fantasy,Walt Disney Productions,USA,English,1950,"
					
					74 mins",3.49,"234,206 ratings",676 fans,"608,046 members","60,553 lists","75,827 members"
Enola Holmes 2,Adventure,Legendary Pictures,USA,English,2022,"
					
					129 mins",3.26,"224,401 ratings",517 fans,"318,653 members","29,189 lists","65,429 members"
Super 8,Science Fiction,Paramount,USA,English,2011,"
					
					112 mins",3.48,"231,218 ratings",1.6K fans,"433,056 members","43,716 lists","81,125 members"
The Conversation,Drama,The Directors Company,USA,English,1974,"
					
					113 mins",4.17,"139,680 ratings",1.6K fans,"202,269 members","73,360 lists","61,698 members"
Star Trek,Science Fiction,Paramount,USA,English,2009,"
					
					127 mins",3.62,"247,862 ratings",858 fans,"482,259 members","50,084 lists","89,527 members"
The Nun II,Horror,New Line Cinema,USA,English,2023,"
					
					110 mins",2.32,"204,782 ratings",147 fans,"245,817 members","45,064 lists","31,610 members"
Shame,Drama,HanWay Films,Canada,English,2011,"
					
					102 mins",3.8,"163,023 ratings",1.4K fans,"256,429 members","48,556 lists","56,805 members"
The Hurt Locker,Drama,Film Capital Europe Funds (FCEF ),USA,English,2008,"
					
					131 mins",3.75,"211,301 ratings",352 fans,"361,916 members","65,300 lists","66,290 members"
Straight Outta Compton,Drama,Broken Chair Flickz,UK,English,2015,"
					
					147 mins",3.78,"224,065 ratings",881 fans,"360,127 members","38,782 lists","82,011 members"
Bottle Rocket,Comedy,Gracie Films,USA,English,1996,"
					
					91 mins",3.53,"147,736 ratings",1.1K fans,"220,405 members","70,379 lists","58,628 members"
Miss Peregrine’s Home for Peculiar Children,Adventure,Big Screen Productions,Belgium,English,2016,"
					
					127 mins",3.05,"242,443 ratings",2K fans,"454,835 members","38,238 lists","70,687 members"
The Untouchables,History,Paramount,USA,English,1987,"
					
					119 mins",3.82,"185,564 ratings",707 fans,"293,683 members","56,811 lists","68,812 members"
The Hunchback of Notre Dame,Family,Walt Disney Pictures,USA,English,1996,"
					
					91 mins",3.67,"217,149 ratings",1.6K fans,"523,581 members","55,450 lists","84,647 members"
Malcolm & Marie,Romance,Little Lamb Productions,USA,English,2021,"
					
					106 mins",3.02,"185,161 ratings",803 fans,"258,209 members","37,279 lists","48,612 members"
The Thin Red Line,War,Fox 2000 Pictures,Japan,English,1998,"
					
					171 mins",4.08,"130,705 ratings",2.3K fans,"209,837 members","69,963 lists","52,967 members"
The Devil’s Advocate,Horror,Monarchy Enterprises B.V.,Germany,English,1997,"
					
					144 mins",3.52,"193,477 ratings",1.5K fans,"321,363 members","35,877 lists","65,938 members"
Dancer in the Dark,Drama,Lantia Cinema & Audiovisivi,Argentina,English,2000,"
					
					140 mins",4.18,"120,010 ratings",4.6K fans,"178,982 members","57,304 lists","60,533 members"
Fall,Thriller,Tea Shop Productions,USA,English,2022,"
					
					107 mins",2.56,"206,142 ratings",137 fans,"255,389 members","31,908 lists","32,048 members"
Twin Peaks,TV Movie,Lynch/Frost Productions,USA,English,1989,"
					
					116 mins",4.6,"128,682 ratings",3.1K fans,"221,497 members","37,511 lists","91,460 members"
Troy,Action,Warner Bros. Pictures,USA,English,2004,"
					
					163 mins",3.33,"245,644 ratings",1.5K fans,"463,761 members","33,458 lists","67,507 members"
Cinderella,Romance,Walt Disney Pictures,UK,English,2015,"
					
					105 mins",3.16,"241,741 ratings",1.6K fans,"515,115 members","45,152 lists","70,030 members"
Shazam! Fury of the Gods,Fantasy,New Line Cinema,USA,English,2023,"
					
					130 mins",2.42,"197,021 ratings",32 fans,"248,898 members","77,999 lists","33,562 members"
Hairspray,Comedy,Offspring Entertainment,UK,English,2007,"
					
					117 mins",3.45,"207,076 ratings",3.2K fans,"462,380 members","52,565 lists","85,051 members"
Neighbors,Comedy,Good Universe,USA,English,2014,"
					
					97 mins",2.88,"260,857 ratings",77 fans,"518,978 members","29,189 lists","59,613 members"
Love and Monsters,Science Fiction,21 Laps Entertainment,USA,English,2020,"
					
					109 mins",3.22,"220,395 ratings",237 fans,"311,756 members","35,732 lists","63,757 members"
Blow Out,Thriller,Cinema 77,USA,English,1981,"
					
					108 mins",4.11,"141,201 ratings",2.3K fans,"190,000 members","71,311 lists","64,902 members"
Fallen Leaves,Romance,Sputnik,Finland,Finnish,2023,"
					
					81 mins",3.8,"134,065 ratings",816 fans,"165,547 members","47,056 lists","56,716 members"
It Comes at Night,Drama,A24,USA,English,2017,"
					
					91 mins",3.19,"171,880 ratings",100 fans,"243,561 members","57,223 lists","42,279 members"
The Umbrellas of Cherbourg,Drama,Parc Film,France,French,1964,"
					
					93 mins",4.14,"107,164 ratings",3.4K fans,"151,335 members","78,962 lists","56,026 members"
The Raid,Crime,Celluloid Dreams,France,Indonesian,2011,"
					
					101 mins",4.01,"184,665 ratings",1.7K fans,"261,174 members","54,468 lists","82,034 members"
The Ritual,Horror,Entertainment One,Canada,English,2017,"
					
					94 mins",3.18,"209,749 ratings",690 fans,"300,489 members","47,377 lists","59,892 members"
BlackBerry,Comedy,Zapruder Films,Canada,English,2023,"
					
					119 mins",3.76,"146,398 ratings",244 fans,"172,454 members","51,064 lists","54,695 members"
Happy Feet,Animation,Kennedy Miller Productions,Australia,English,2006,"
					
					108 mins",2.94,"252,969 ratings",430 fans,"682,467 members","35,713 lists","58,184 members"
Saw III,Thriller,Twisted Pictures,USA,English,2006,"
					
					108 mins",2.91,"219,475 ratings",1.2K fans,"374,036 members","60,532 lists","56,455 members"
Erin Brockovich,Drama,Jersey Films,USA,English,2000,"
					
					131 mins",3.82,"178,799 ratings",1.2K fans,"306,630 members","44,583 lists","67,075 members"
Furiosa: A Mad Max Saga,Science Fiction,Warner Bros. Pictures,Australia,English,2024,"
					
					149 mins",4.01,"135,118 ratings",754 fans,"152,701 members","46,394 lists","62,018 members"
A Fistful of Dollars,Western,Jolly Film,Germany,Italian,1964,"
					
					99 mins",3.95,"181,738 ratings",676 fans,"274,395 members","58,140 lists","75,918 members"
Nerve,Adventure,Lionsgate,USA,English,2016,"
					
					96 mins",2.92,"243,058 ratings",1.4K fans,"433,969 members","30,498 lists","62,944 members"
Werewolf by Night,Fantasy,Marvel Studios,USA,English,2022,"
					
					55 mins",3.48,"179,001 ratings",85 fans,"222,410 members","73,438 lists","67,165 members"
Charlie’s Angels,Thriller,Columbia Pictures,USA,English,2000,"
					
					98 mins",3.07,"200,612 ratings",1.4K fans,"452,158 members","38,010 lists","65,981 members"
Army of the Dead,Action,The Stone Quarry,USA,English,2021,"
					
					148 mins",2.5,"224,738 ratings",51 fans,"299,010 members","46,476 lists","38,481 members"
Lady Vengeance,Thriller,TSJ Entertainment,South Korea,Korean,2005,"
					
					115 mins",4.04,"118,324 ratings",2.7K fans,"164,142 members","54,813 lists","53,245 members"
To Kill a Mockingbird,Drama,Pakula-Mulligan,USA,English,1962,"
					
					129 mins",4.08,"167,494 ratings",1.3K fans,"351,742 members","61,220 lists","71,874 members"
Happiest Season,Romance,Temple Hill Entertainment,USA,English,2020,"
					
					102 mins",3.13,"178,574 ratings",209 fans,"254,691 members","51,576 lists","52,352 members"
The Death of Stalin,Drama,Title Media,Belgium,English,2017,"
					
					107 mins",3.77,"185,338 ratings",1.6K fans,"260,347 members","40,917 lists","69,824 members"
Austin Powers: International Man of Mystery,Comedy,New Line Cinema,Germany,English,1997,"
					
					94 mins",3.4,"217,170 ratings",799 fans,"441,788 members","41,324 lists","81,031 members"
Men in Black II,Science Fiction,Columbia Pictures,USA,English,2002,"
					
					88 mins",2.94,"260,764 ratings",103 fans,"599,437 members","29,653 lists","63,229 members"
Limitless,Thriller,Relativity Media,USA,English,2011,"
					
					105 mins",3.31,"245,713 ratings",736 fans,"455,516 members","26,463 lists","68,420 members"
One Hundred and One Dalmatians,Animation,Walt Disney Productions,USA,English,1961,"
					
					79 mins",3.64,"221,778 ratings",870 fans,"591,993 members","52,650 lists","82,036 members"
Modern Times,Comedy,Charles Chaplin Productions,USA,English,1936,"
					
					87 mins",4.27,"169,251 ratings",1.2K fans,"311,335 members","79,480 lists","77,520 members"
Network,Drama,Metro-Goldwyn-Mayer,USA,English,1976,"
					
					122 mins",4.26,"126,205 ratings",2.8K fans,"184,928 members","74,652 lists","58,683 members"
Vanilla Sky,Fantasy,Paramount,Spain,English,2001,"
					
					136 mins",3.42,"164,938 ratings",2.1K fans,"283,583 members","38,846 lists","53,774 members"
2012,Adventure,Columbia Pictures,USA,English,2009,"
					
					158 mins",2.43,"274,959 ratings",442 fans,"567,376 members","26,790 lists","41,710 members"
Face/Off,Crime,Krane Entertainment,USA,English,1997,"
					
					138 mins",3.53,"193,724 ratings",916 fans,"341,263 members","47,148 lists","70,269 members"
Honey Boy,Drama,Stay Gold Features,USA,English,2019,"
					
					94 mins",3.82,"147,516 ratings",912 fans,"200,312 members","47,771 lists","59,655 members"
Daisies,Drama,Filmové studio Barrandov,Czechoslovakia,Czech,1966,"
					
					76 mins",4.0,"91,158 ratings",5K fans,"131,681 members","71,328 lists","52,990 members"
They Cloned Tyrone,Comedy,MACRO,USA,English,2023,"
					
					122 mins",3.65,"154,778 ratings",542 fans,"182,913 members","42,858 lists","62,451 members"
Atlantis: The Lost Empire,Family,Walt Disney Pictures,USA,English,2001,"
					
					95 mins",3.67,"206,345 ratings",1.5K fans,"428,031 members","51,362 lists","90,615 members"
Jurassic Park III,Action,Universal Pictures,USA,English,2001,"
					
					92 mins",2.75,"248,230 ratings",400 fans,"494,679 members","45,972 lists","54,734 members"
The House,Comedy,Nexus Studios,UK,English,2022,"
					
					97 mins",3.53,"158,861 ratings",644 fans,"204,477 members","38,369 lists","56,917 members"
The Princess Diaries 2: Royal Engagement,Romance,BrownHouse Productions,USA,English,2004,"
					
					113 mins",3.4,"211,269 ratings",1.8K fans,"485,448 members","51,387 lists","86,172 members"
The Night of the Hunter,Drama,Paul Gregory Productions,USA,English,1955,"
					
					93 mins",4.27,"126,454 ratings",3.2K fans,"178,592 members","91,997 lists","64,370 members"
National Lampoon’s Christmas Vacation,Comedy,Hughes Entertainment,USA,English,1989,"
					
					97 mins",3.5,"204,759 ratings",745 fans,"350,658 members","58,391 lists","85,949 members"
Maze Runner: The Death Cure,Science Fiction,The Gotham Group,USA,English,2018,"
					
					143 mins",3.07,"233,638 ratings",1.5K fans,"404,763 members","33,396 lists","64,946 members"
Ocean’s Thirteen,Crime,Village Roadshow Pictures,USA,English,2007,"
					
					122 mins",3.34,"220,603 ratings",309 fans,"431,014 members","35,853 lists","65,222 members"
Cruel Intentions,Drama,Columbia Pictures,USA,English,1999,"
					
					98 mins",3.25,"165,768 ratings",2.4K fans,"305,623 members","43,516 lists","60,461 members"
Fifty Shades of Grey,Romance,Focus Features,USA,English,2015,"
					
					125 mins",1.74,"241,782 ratings",480 fans,"466,907 members","29,849 lists","25,445 members"
Abigail,Horror,Project X Entertainment,USA,English,2024,"
					
					109 mins",3.18,"144,864 ratings",480 fans,"161,243 members","42,857 lists","48,207 members"
Anastasia,Animation,Fox Animation Studios,USA,English,1997,"
					
					94 mins",3.79,"190,408 ratings",4.2K fans,"412,666 members","51,843 lists","99,680 members"
Mean Streets,Drama,Scorsese Productions,USA,English,1973,"
					
					111 mins",3.71,"148,469 ratings",829 fans,"217,239 members","74,864 lists","54,157 members"
Thoroughbreds,Thriller,June Pictures,USA,English,2017,"
					
					92 mins",3.54,"136,488 ratings",1K fans,"183,271 members","46,181 lists","48,352 members"
Sonic the Hedgehog 2,Action,Original Film,Japan,English,2022,"
					
					123 mins",3.07,"194,300 ratings",1.2K fans,"256,598 members","51,366 lists","62,081 members"
Double Indemnity,Crime,Paramount,USA,English,1944,"
					
					107 mins",4.26,"133,215 ratings",1.7K fans,"201,775 members","91,524 lists","63,572 members"
Sleeping Beauty,Fantasy,Walt Disney Productions,USA,English,1959,"
					
					75 mins",3.49,"211,411 ratings",1.5K fans,"550,310 members","60,933 lists","76,587 members"
Hook,Family,Amblin Entertainment,USA,English,1991,"
					
					141 mins",3.38,"218,265 ratings",1.5K fans,"488,240 members","54,886 lists","83,717 members"
"Salò, or the 120 Days of Sodom",Drama,Les Productions Artistes Associés,France,Italian,1975,"
					
					117 mins",3.15,"115,138 ratings",1.5K fans,"187,402 members","56,995 lists","31,884 members"
The Post,History,20th Century Fox,India,English,2017,"
					
					116 mins",3.45,"177,418 ratings",134 fans,"279,919 members","52,509 lists","45,378 members"
Red Eye,Thriller,DreamWorks Pictures,USA,English,2005,"
					
					85 mins",3.12,"174,605 ratings",437 fans,"245,281 members","31,704 lists","47,117 members"
Just Go with It,Comedy,Columbia Pictures,USA,English,2011,"
					
					117 mins",3.01,"234,554 ratings",2.7K fans,"446,410 members","43,004 lists","70,576 members"
Badlands,Crime,Pressman-Williams,USA,English,1973,"
					
					94 mins",4.04,"120,493 ratings",1.7K fans,"174,541 members","70,359 lists","53,561 members"
Sherlock Holmes: A Game of Shadows,Crime,Warner Bros. Pictures,UK,English,2011,"
					
					129 mins",3.29,"247,807 ratings",321 fans,"530,123 members","30,060 lists","74,274 members"
Men in Black 3,Comedy,Columbia Pictures,United Arab Emirates,English,2012,"
					
					106 mins",3.09,"253,647 ratings",258 fans,"553,003 members","30,592 lists","65,331 members"
Martyrs,Horror,Wild Bunch,Canada,French,2008,"
					
					99 mins",3.65,"139,639 ratings",3.2K fans,"194,076 members","64,092 lists","51,721 members"
Basic Instinct,Thriller,Carolco Pictures,USA,English,1992,"
					
					128 mins",3.6,"163,436 ratings",876 fans,"268,551 members","47,266 lists","53,260 members"
Bumblebee,Action,Paramount,China,English,2018,"
					
					113 mins",3.16,"223,345 ratings",527 fans,"345,849 members","45,488 lists","66,574 members"
Seven Psychopaths,Comedy,BFI,UK,English,2012,"
					
					110 mins",3.65,"180,448 ratings",1.1K fans,"281,521 members","37,745 lists","65,118 members"
If Beale Street Could Talk,Romance,Annapurna Pictures,USA,English,2018,"
					
					120 mins",3.92,"125,811 ratings",928 fans,"176,503 members","58,723 lists","51,034 members"
The Spectacular Now,Drama,Global Produce,USA,English,2013,"
					
					95 mins",3.2,"179,580 ratings",463 fans,"333,324 members","47,351 lists","53,208 members"
Escape from New York,Action,AVCO Embassy Pictures,UK,English,1981,"
					
					99 mins",3.64,"167,231 ratings",1K fans,"251,782 members","59,521 lists","67,097 members"
Little Shop of Horrors,Horror,Geffen Pictures,USA,English,1986,"
					
					94 mins",3.84,"155,597 ratings",3.5K fans,"268,499 members","67,527 lists","82,703 members"
High Life,Science Fiction,Wild Bunch,France,English,2018,"
					
					113 mins",3.24,"124,361 ratings",200 fans,"170,745 members","55,787 lists","32,726 members"
A Brighter Summer Day,Drama,Yang & His Gang Filmmakers,Taiwan,Chinese,1991,"
					
					237 mins",4.5,"49,418 ratings",3.6K fans,"68,370 members","63,008 lists","29,379 members"
