Movie Name,Genre,Studio,Country,Primary Language,Release Year,Duration,Avg Rating,Raters,Fans,Watched,Lists,Likes
Jump In!,Drama,Davis Entertainment,Canada,English,2007,"
					
					85 mins",2.8,"24,987 ratings",29 fans,"81,209 members","6,757 lists","6,217 members"
The Haunting in Connecticut,Thriller,Integrated Films,USA,English,2009,"
					
					102 mins",2.62,"25,578 ratings",68 fans,"45,742 members","7,966 lists","4,553 members"
In a Violent Nature,Thriller,Shudder,Canada,English,2024,"
					
					94 mins",3.25,"1,408 ratings",7 fans,"1,903 members","4,402 lists",554 members
Piercing,Horror,Borderline Presents,France,English,2018,"
					
					82 mins",3.07,"16,038 ratings",37 fans,"21,027 members","7,185 lists","3,962 members"
The Death of Mr. Lazarescu,Drama,Mandragora,Romania,Romanian,2005,"
					
					150 mins",4.03,"9,342 ratings",77 fans,"14,195 members","10,709 lists","3,651 members"
The Last Man on Earth,Science Fiction,Associated Producers (API),USA,English,1964,"
					
					87 mins",3.34,"16,473 ratings",35 fans,"25,009 members","12,181 lists","5,234 members"
The Women,Drama,Metro-Goldwyn-Mayer,USA,English,1939,"
					
					133 mins",3.8,"10,989 ratings",196 fans,"17,173 members","10,134 lists","5,224 members"
The Jazz Singer,Music,Warner Bros. Pictures,USA,English,1927,"
					
					89 mins",2.83,"11,948 ratings",5 fans,"22,365 members","13,008 lists","1,647 members"
Night on the Galactic Railroad,Drama,Nippon Herald Films,Japan,Japanese,1985,"
					
					108 mins",3.81,"8,539 ratings",273 fans,"12,942 members","7,542 lists","4,645 members"
Sunshine Cleaning,Comedy,Overture Films,USA,English,2008,"
					
					91 mins",3.33,"22,571 ratings",27 fans,"42,452 members","5,903 lists","5,868 members"
The Executioner,Comedy,Interlagar Films,Spain,Spanish,1963,"
					
					91 mins",3.95,"11,497 ratings",135 fans,"16,426 members","10,447 lists","4,882 members"
Runaway Jury,Thriller,New Regency Pictures,USA,English,2003,"
					
					127 mins",3.33,"24,941 ratings",13 fans,"41,275 members","5,969 lists","5,428 members"
Who Can Kill a Child?,Drama,Penta Films,Spain,Spanish,1976,"
					
					112 mins",3.73,"10,706 ratings",60 fans,"14,898 members","12,255 lists","4,316 members"
Life as a House,Drama,New Line Cinema,USA,English,2001,"
					
					125 mins",3.34,"13,745 ratings",217 fans,"22,564 members","4,269 lists","4,845 members"
Hudson Hawk,Comedy,TriStar Pictures,USA,English,1991,"
					
					100 mins",2.79,"21,771 ratings",80 fans,"39,097 members","7,007 lists","5,388 members"
The Choice,Drama,Lionsgate,USA,English,2016,"
					
					111 mins",2.79,"24,192 ratings",185 fans,"43,030 members","6,283 lists","5,993 members"
Open Water,Horror,Plunge Pictures LLC,USA,English,2003,"
					
					79 mins",2.68,"24,198 ratings",10 fans,"42,271 members","9,414 lists","3,368 members"
The Son’s Room,Drama,Bac Films,France,Italian,2001,"
					
					99 mins",3.82,"14,627 ratings",80 fans,"21,708 members","9,403 lists","5,138 members"
Seven Chances,Comedy,Buster Keaton Productions,USA,No spoken language,1925,"
					
					56 mins",3.9,"14,458 ratings",27 fans,"22,018 members","12,592 lists","5,608 members"
Sabrina,Romance,Paramount,Germany,English,1995,"
					
					127 mins",3.15,"21,313 ratings",318 fans,"41,076 members","7,170 lists","6,709 members"
Lizzie,Drama,Artina Films,USA,English,2018,"
					
					106 mins",2.84,"14,507 ratings",5 fans,"21,058 members","7,279 lists","2,513 members"
Red Dawn,Action,Contrafilm,USA,English,2012,"
					
					93 mins",2.16,"29,813 ratings",29 fans,"52,794 members","5,324 lists","3,607 members"
Big Momma’s House 2,Crime,Big Lou House Productions,Switzerland,English,2006,"
					
					99 mins",2.28,"31,824 ratings",66 fans,"72,473 members","4,310 lists","4,849 members"
Beauty and the Beast: The Enchanted Christmas,Family,Disney Television Animation,Canada,English,1997,"
					
					72 mins",2.64,"23,606 ratings",11 fans,"71,619 members","9,423 lists","4,644 members"
C.H.U.D.,Horror,C.H.U.D. Productions,USA,English,1984,"
					
					97 mins",2.81,"18,232 ratings",27 fans,"27,555 members","10,116 lists","5,050 members"
Sleepaway Camp II: Unhappy Campers,Comedy,Double Helix Films,USA,English,1988,"
					
					80 mins",2.78,"20,092 ratings",40 fans,"28,845 members","11,503 lists","5,920 members"
Invader Zim: Enter the Florpus,Animation,Nickelodeon Animation Studio,USA,English,2019,"
					
					71 mins",3.7,"22,765 ratings",232 fans,"32,885 members","5,937 lists","11,458 members"
Sky Captain and the World of Tomorrow,Thriller,Filmauro,Italy,English,2004,"
					
					107 mins",2.79,"24,463 ratings",51 fans,"50,597 members","7,393 lists","4,776 members"
Wendy Wu: Homecoming Warrior,TV Movie,,USA,English,2006,"
					
					90 mins",2.69,"25,149 ratings",15 fans,"80,950 members","6,336 lists","6,184 members"
R.M.N.,Drama,Mobra Films,Belgium,Romanian,2022,"
					
					125 mins",3.73,"12,338 ratings",21 fans,"15,899 members","7,495 lists","3,735 members"
The Hunted,Action,Alphaville Films,USA,English,2003,"
					
					94 mins",3.15,"19,836 ratings",9 fans,"30,184 members","6,016 lists","5,050 members"
One-Eyed Jacks,Western,Pennebaker Productions,USA,English,1961,"
					
					141 mins",3.67,"9,714 ratings",42 fans,"14,195 members","13,272 lists","3,555 members"
Glorious,Fantasy,FallBack Plan Productions,USA,English,2022,"
					
					79 mins",2.93,"17,620 ratings",14 fans,"21,139 members","7,450 lists","4,483 members"
Angel Dust,Mystery,Twins Japan,Japan,Japanese,1994,"
					
					117 mins",3.86,"5,873 ratings",94 fans,"8,298 members","7,328 lists","3,167 members"
Throw Momma from the Train,Comedy,Orion Pictures,USA,English,1987,"
					
					88 mins",3.18,"21,026 ratings",28 fans,"39,212 members","7,310 lists","6,177 members"
Concrete Utopia,Drama,Climax Studios,South Korea,Korean,2023,"
					
					130 mins",3.45,"15,335 ratings",18 fans,"18,050 members","5,450 lists","3,877 members"
The Adults,Comedy,Savage Rose Films,USA,English,2023,"
					
					91 mins",3.22,"11,892 ratings",25 fans,"14,858 members","4,205 lists","3,467 members"
I Am Not a Witch,Drama,Soda Pictures,France,English,2017,"
					
					93 mins",3.79,"11,945 ratings",56 fans,"16,350 members","9,669 lists","4,453 members"
Star 80,Drama,The Ladd Company,USA,English,1983,"
					
					103 mins",3.6,"11,523 ratings",28 fans,"16,800 members","7,690 lists","3,886 members"
Meet the Feebles,Music,WingNut Films,New Zealand,English,1989,"
					
					93 mins",3.31,"15,187 ratings",117 fans,"23,716 members","8,564 lists","5,475 members"
The Beguiled,Drama,Malpaso Productions,USA,English,1971,"
					
					105 mins",3.69,"13,637 ratings",24 fans,"19,991 members","9,894 lists","4,594 members"
Eduardo and Monica,Romance,Barry Company,Brazil,Portuguese,2020,"
					
					120 mins",3.57,"19,088 ratings",299 fans,"21,956 members","4,132 lists","7,930 members"
My Big Fat Greek Wedding 3,Romance,Playtone,USA,English,2023,"
					
					92 mins",2.19,"20,671 ratings",6 fans,"26,439 members","5,566 lists","3,027 members"
The Innocent,Crime,Les Films des Tournelles,France,French,2022,"
					
					95 mins",3.58,"18,199 ratings",40 fans,"23,367 members","5,413 lists","6,135 members"
Orange County,Comedy,MTV Films,USA,English,2002,"
					
					82 mins",3.02,"23,644 ratings",104 fans,"47,811 members","5,907 lists","6,025 members"
Delivery Man,Comedy,DreamWorks Pictures,USA,English,2013,"
					
					105 mins",2.72,"28,080 ratings",13 fans,"52,474 members","4,446 lists","4,448 members"
U.S. Go Home,Drama,SFP,France,French,1994,"
					
					68 mins",4.06,"6,491 ratings",132 fans,"9,679 members","7,199 lists","3,978 members"
The Draughtsman’s Contract,Mystery,BFI,UK,English,1982,"
					
					108 mins",3.81,"11,658 ratings",144 fans,"18,120 members","10,277 lists","4,657 members"
Dragon Ball Z: Battle of Gods,Animation,Bandai Namco Games,Japan,Japanese,2013,"
					
					85 mins",3.29,"32,520 ratings",70 fans,"49,782 members","5,334 lists","9,136 members"
Saint Frances,Comedy,Visit Films,USA,English,2019,"
					
					106 mins",3.77,"14,054 ratings",55 fans,"17,532 members","6,789 lists","5,083 members"
Love the Coopers,Comedy,Imagine Entertainment,USA,English,2015,"
					
					107 mins",2.52,"20,407 ratings",22 fans,"34,030 members","7,283 lists","3,447 members"
Absentia,Mystery,FallBack Plan Productions,USA,English,2011,"
					
					87 mins",3.09,"14,525 ratings",13 fans,"20,231 members","8,018 lists","3,946 members"
What’s Love Got to Do with It?,Romance,Working Title Films,France,English,2022,"
					
					109 mins",2.76,"21,418 ratings",7 fans,"26,783 members","5,592 lists","3,221 members"
Tallulah,Drama,Route One Films,USA,English,2016,"
					
					111 mins",3.31,"20,535 ratings",24 fans,"33,811 members","5,430 lists","5,017 members"
Vikram,Thriller,Raajkamal Films International,India,Tamil,2022,"
					
					174 mins",3.75,"21,138 ratings",332 fans,"26,744 members","5,161 lists","10,745 members"
Le Notti Bianche,Romance,Vides Cinematografica,France,Italian,1957,"
					
					101 mins",4.01,"11,057 ratings",141 fans,"16,369 members","8,667 lists","4,966 members"
Lovelace,Drama,Helios-Filmproduktion,USA,English,2013,"
					
					92 mins",2.92,"20,293 ratings",16 fans,"35,656 members","4,544 lists","3,268 members"
The High Note,Comedy,Working Title Films,UK,English,2020,"
					
					113 mins",3.15,"19,280 ratings",27 fans,"27,317 members","6,486 lists","5,206 members"
Far and Away,Western,Imagine Entertainment,USA,English,1992,"
					
					140 mins",3.13,"22,048 ratings",59 fans,"41,742 members","7,460 lists","5,504 members"
Robot & Frank,Crime,Park Pictures Features,USA,English,2012,"
					
					85 mins",3.49,"20,856 ratings",12 fans,"35,274 members","6,225 lists","5,836 members"
Hostel: Part III,Horror,RCR Media Group,USA,English,2011,"
					
					88 mins",1.82,"27,529 ratings",17 fans,"42,870 members","6,523 lists","2,803 members"
Mogul Mowgli,Drama,BBC Film,UK,English,2020,"
					
					89 mins",3.58,"11,880 ratings",44 fans,"15,154 members","5,364 lists","3,694 members"
Wonderstruck,Drama,Amazon Studios,USA,English,2017,"
					
					115 mins",3.27,"13,160 ratings",15 fans,"18,533 members","7,871 lists","2,970 members"
High Sierra,Crime,Warner Bros. Pictures,USA,English,1941,"
					
					100 mins",3.7,"13,380 ratings",6 fans,"21,007 members","12,905 lists","4,671 members"
Silkwood,Drama,ABC Motion Pictures,USA,English,1983,"
					
					131 mins",3.63,"10,677 ratings",19 fans,"18,307 members","9,240 lists","3,516 members"
Master,Drama,Amazon Studios,USA,English,2022,"
					
					98 mins",2.92,"15,128 ratings",8 fans,"19,140 members","8,686 lists","2,856 members"
The Spy Who Came in from the Cold,Thriller,Salem Films Limited,UK,English,1965,"
					
					112 mins",3.88,"12,884 ratings",49 fans,"18,721 members","9,977 lists","4,538 members"
Slumberland,Family,Chernin Entertainment,USA,English,2022,"
					
					117 mins",3.04,"22,203 ratings",15 fans,"28,678 members","4,958 lists","5,286 members"
My Name Is Khan,Romance,Dharma Productions,China,Hindi,2010,"
					
					165 mins",3.63,"24,699 ratings",312 fans,"46,354 members","5,737 lists","8,894 members"
My Spy,Comedy,STXfilms,USA,English,2020,"
					
					99 mins",2.64,"25,545 ratings",6 fans,"38,270 members","6,410 lists","4,826 members"
Gothic,Horror,Virgin Vision,UK,English,1986,"
					
					84 mins",3.22,"10,885 ratings",67 fans,"16,356 members","10,065 lists","3,804 members"
Priest,Horror,Michael De Luca Productions,USA,English,2011,"
					
					87 mins",2.34,"27,761 ratings",12 fans,"50,469 members","6,061 lists","3,889 members"
Hardware,Science Fiction,Palace Pictures,UK,English,1990,"
					
					93 mins",3.24,"12,290 ratings",75 fans,"18,658 members","9,434 lists","4,322 members"
Run All Night,Crime,RatPac Entertainment,USA,English,2015,"
					
					114 mins",2.91,"27,182 ratings",12 fans,"41,853 members","6,374 lists","4,499 members"
Instructions Not Included,Drama,Pantelion Films,USA,Spanish,2013,"
					
					122 mins",3.55,"25,520 ratings",467 fans,"39,507 members","4,842 lists","10,067 members"
Cop Car,Thriller,End Cue,USA,English,2015,"
					
					88 mins",3.28,"21,136 ratings",9 fans,"29,257 members","6,264 lists","5,251 members"
Adam’s Apples,Comedy,M&M Productions,Denmark,Danish,2005,"
					
					94 mins",3.77,"20,785 ratings",248 fans,"31,484 members","5,321 lists","7,031 members"
Cat’s Eye,Thriller,International Film Corporation,Netherlands,English,1985,"
					
					94 mins",3.16,"18,453 ratings",10 fans,"29,300 members","11,028 lists","5,964 members"
The Palm Beach Story,Comedy,Paramount,USA,English,1942,"
					
					88 mins",3.8,"12,860 ratings",39 fans,"19,514 members","15,476 lists","5,338 members"
Four Nights of a Dreamer,Drama,Albina Productions S.a.r.l.,France,French,1971,"
					
					87 mins",3.92,"9,189 ratings",202 fans,"13,936 members","7,139 lists","4,511 members"
The Water Horse,Fantasy,Revolution Studios,USA,English,2007,"
					
					112 mins",2.92,"27,632 ratings",58 fans,"66,664 members","6,230 lists","6,045 members"
The Ghost and Mrs. Muir,Fantasy,20th Century Fox,USA,English,1947,"
					
					105 mins",3.88,"13,416 ratings",200 fans,"21,377 members","12,686 lists","6,258 members"
Wall Street: Money Never Sleeps,Drama,Pressman Film,USA,English,2010,"
					
					133 mins",2.79,"26,201 ratings",18 fans,"48,090 members","5,804 lists","3,028 members"
The Animal,Comedy,Revolution Studios,USA,English,2001,"
					
					84 mins",1.87,"31,419 ratings",11 fans,"68,432 members","4,712 lists","3,479 members"
Dead Presidents,Action,Caravan Pictures,USA,English,1995,"
					
					119 mins",3.53,"14,431 ratings",68 fans,"22,871 members","7,539 lists","5,136 members"
Kalifornia,Thriller,Propaganda Films,USA,English,1993,"
					
					117 mins",3.23,"19,893 ratings",35 fans,"33,221 members","6,986 lists","4,931 members"
A Day in the Country,Drama,Panthéon Productions,France,French,1946,"
					
					41 mins",3.86,"10,943 ratings",48 fans,"17,931 members","14,969 lists","4,427 members"
The Crowd,Romance,Metro-Goldwyn-Mayer,USA,No spoken language,1928,"
					
					98 mins",4.09,"9,111 ratings",79 fans,"14,243 members","16,277 lists","3,991 members"
Splinter,Horror,Indion Entertainment Group,USA,English,2008,"
					
					82 mins",3.01,"19,985 ratings",6 fans,"28,683 members","8,339 lists","5,237 members"
"You, Me and Dupree",Comedy,MMCB Film Produktion 2004,USA,English,2006,"
					
					108 mins",2.42,"27,848 ratings",11 fans,"63,284 members","5,067 lists","3,225 members"
Barely Lethal,Adventure,RKO Pictures LLC,USA,English,2015,"
					
					98 mins",2.32,"19,432 ratings",8 fans,"35,750 members","7,977 lists","3,135 members"
My Hero Academia: Heroes Rising,Fantasy,BONES,Japan,Japanese,2019,"
					
					104 mins",3.54,"26,216 ratings",170 fans,"38,344 members","6,143 lists","9,432 members"
Black Snake Moan,Drama,Paramount Vantage,USA,English,2006,"
					
					116 mins",3.23,"21,230 ratings",38 fans,"38,541 members","5,421 lists","5,274 members"
Passion,Mystery,Integral Film,France,English,2012,"
					
					100 mins",2.89,"15,271 ratings",15 fans,"22,072 members","7,712 lists","2,979 members"
Oedipus Rex,Drama,Somafis,Italy,Italian,1967,"
					
					104 mins",3.73,"11,763 ratings",76 fans,"18,544 members","7,757 lists","4,252 members"
Mona Lisa and the Blood Moon,Mystery,Le Grisbi Productions,UK,English,2021,"
					
					106 mins",3.28,"13,329 ratings",32 fans,"16,409 members","5,633 lists","4,227 members"
The Ice Road,Thriller,ShivHans Pictures,Canada,English,2021,"
					
					108 mins",2.38,"25,638 ratings",10 fans,"34,174 members","5,567 lists","3,345 members"
Real Life,Comedy,Paramount,USA,English,1979,"
					
					99 mins",3.83,"10,011 ratings",77 fans,"14,402 members","9,589 lists","4,626 members"
"Kill, Baby… Kill!",Horror,FUL Films,Italy,Italian,1966,"
					
					83 mins",3.53,"11,889 ratings",21 fans,"16,733 members","13,153 lists","4,491 members"
We Are Still Here,Horror,Dark Sky Films,USA,English,2015,"
					
					83 mins",2.96,"18,425 ratings",5 fans,"26,312 members","8,677 lists","4,239 members"
Peppermint Soda,Drama,Alexandre Films,France,French,1977,"
					
					101 mins",3.86,"6,673 ratings",150 fans,"9,707 members","6,856 lists","3,568 members"
The Book of Solutions,Drama,Partizan,France,French,2023,"
					
					102 mins",3.35,"20,721 ratings",34 fans,"25,249 members","5,595 lists","5,489 members"
Ain’t Them Bodies Saints,Romance,Sailor Bear,USA,English,2013,"
					
					96 mins",3.35,"16,588 ratings",17 fans,"24,175 members","6,144 lists","4,015 members"
Azur & Asmar: The Princes’ Quest,Family,Nord-Ouest Films,Belgium,French,2006,"
					
					99 mins",4.13,"18,998 ratings",914 fans,"32,376 members","6,809 lists","11,147 members"
Broadway Danny Rose,Comedy,Orion Pictures,USA,English,1984,"
					
					84 mins",3.76,"17,931 ratings",63 fans,"29,326 members","11,743 lists","6,234 members"
Night Teeth,Action,42,UK,English,2021,"
					
					107 mins",2.32,"22,591 ratings",9 fans,"29,743 members","5,832 lists","3,277 members"
