Movie Name,Genre,Studio,Country,Primary Language,Release Year,Avg Rating,Raters,Fans,Watched,Lists,Likes,Duration (minutes)
The Outpost,Drama,Millennium Media,Bulgaria,English,2019,3.28,20976,34,26793,5377,5133,123
Blood Quantum,Horror,Prospector Films,Canada,English,2019,3.03,13373,18,17195,7851,3875,98
The Banker,Drama,Romulus Entertainment,USA,English,2020,3.45,16635,19,21786,4357,4388,120
The Professor,Drama,Global Road Entertainment,USA,English,2018,3.14,19786,92,27530,3444,5219,90
Life in a Year,Romance,Columbia Pictures,USA,English,2020,2.71,19706,85,26777,3473,4551,107
Magical Girl,Drama,Aquí y Allí Films,France,Spanish,2014,3.91,11323,137,15824,6288,4714,127
We the Animals,Drama,Cinereach,USA,English,2018,3.77,11054,171,14858,6681,4565,94
The Protégé,Action,Millennium Media,USA,English,2021,2.67,20085,3,25797,5675,3386,109
Evita,History,Cinergi Pictures,UK,English,1996,3.07,15672,55,30854,7729,3518,135
Apollo 18,Thriller,Bazelevs Production,Canada,English,2011,2.28,22512,13,37014,6933,2878,86
The Twilight Saga: Eclipse,Drama,Summit Entertainment,USA,English,2010,2.57,382726,903,825026,57630,97143,124
Misery,Drama,Castle Rock Entertainment,USA,English,1990,3.97,304064,1700,470383,94926,132308,107
Bridget Jones’s Diary,Comedy,Universal Pictures,France,English,2001,3.42,317325,4300,605669,82050,119364,97
Lucy,Action,EuropaCorp,France,English,2014,2.74,427587,1200,797876,38999,97549,89
The Wind Rises,War,Studio Ghibli,Japan,Japanese,2013,4.08,261869,6900,402284,101243,130444,126
22 Jump Street,Crime,Columbia Pictures,USA,English,2014,3.32,413124,536,792872,48213,137859,112
The Sound of Music,Drama,Robert Wise Productions,USA,English,1965,4.11,301209,12000,637204,113691,161391,174
The Tree of Life,Fantasy,River Road Entertainment,USA,English,2011,3.86,193814,6800,311578,109455,81817,139
Tropic Thunder,War,DreamWorks Pictures,USA,English,2008,3.58,375539,1700,646930,60712,145065,107
Bridesmaids,Comedy,Apatow Productions,USA,English,2011,3.43,362764,2500,719670,70261,136710,125
Fury,War,Columbia Pictures,USA,English,2014,3.72,372401,2700,571940,55364,135233,135
Cars 2,Animation,Pixar,USA,English,2011,2.73,416834,3100,869774,80483,95562,106
Burn After Reading,Comedy,Focus Features,USA,English,2008,3.62,311739,1300,496621,67400,115318,96
The Help,Drama,DreamWorks Pictures,India,English,2011,3.83,349609,3200,657275,57320,149316,146
Pacific Rim,Science Fiction,Double Dare You Productions,USA,English,2013,3.37,388874,6100,671196,63205,146168,131
Gremlins,Fantasy,Amblin Entertainment,USA,English,1984,3.63,339752,2200,654469,101689,150703,106
Minority Report,Thriller,Digital Image Associates,USA,English,2002,3.75,319546,628,553272,81471,120154,145
After Hours,Thriller,Double Play,USA,English,1985,4.12,206591,5400,271053,103399,103575,97
Kung Fu Panda 2,Animation,DreamWorks Animation,USA,English,2011,3.68,399035,3800,814358,65509,146454,91
Hamilton,History,RadicalMedia,USA,English,2020,4.17,309424,4600,500079,57241,162097,160
"Synecdoche, New York",Drama,Likely Story,USA,English,2008,4.18,188068,11000,275578,87484,93117,124
The House That Jack Built,Drama,Zentropa Entertainments,Denmark,English,2018,3.61,230467,3500,313605,77529,86480,151
Scream 4,Mystery,Dimension Films,USA,English,2011,3.3,325322,3200,480302,114091,119872,111
The 40 Year Old Virgin,Romance,Universal Pictures,USA,English,2005,3.31,390918,374,757649,49163,120286,116
Evil Dead II,Horror,Rosebud Releasing Corporation,USA,English,1987,4.02,278709,11000,402046,141465,149468,84
Jurassic World: Fallen Kingdom,Action,Amblin Entertainment,USA,English,2018,2.58,422225,229,758649,64803,82265,129
The Boy in the Striped Pyjamas,War,BBC Film,UK,English,2008,3.62,382131,918,739533,43341,119014,94
Incendies,Mystery,TS Productions,Canada,French,2010,4.4,208544,7200,272250,87767,102120,131
50 First Dates,Comedy,Columbia Pictures,USA,English,2004,3.24,384821,2900,798377,65125,136863,99
The Marvels,Science Fiction,Marvel Studios,USA,English,2023,2.65,286849,202,339163,102822,66371,105
We’re the Millers,Comedy,New Line Cinema,UK,English,2013,3.23,403928,812,770427,44431,128244,110
The Goonies,Adventure,Amblin Entertainment,USA,English,1985,3.78,341032,7400,653833,85259,166710,114
The Fault in Our Stars,Romance,TSG Entertainment,USA,English,2014,3.09,398332,2200,842904,55318,110262,126
The Fast and the Furious,Action,Ardustry Entertainment,Germany,English,2001,3.32,372814,4000,699527,67471,125856,106
Raya and the Last Dragon,Family,Walt Disney Pictures,USA,English,2021,3.28,349168,262,531078,72960,99336,107
Jurassic World Dominion,Adventure,Amblin Entertainment,USA,English,2022,2.2,341552,142,480762,76219,51064,147
She’s the Man,Comedy,Lakeshore Entertainment,USA,English,2006,3.33,319260,4600,618428,78286,129777,105
Kong: Skull Island,Action,Legendary Pictures,China,English,2017,3.07,401061,291,654046,65480,109320,118
Nimona,Fantasy,Annapurna Pictures,UK,English,2023,3.94,265842,2800,312565,76329,133423,99
Les Misérables,Drama,Universal Pictures,UK,English,2012,3.58,314644,3900,607924,67966,120888,158
Sunset Boulevard,Drama,Paramount,USA,English,1950,4.44,208651,5300,309818,127606,111765,110
Murder on the Orient Express,Crime,The Mark Gordon Company,UK,English,2017,3.06,360200,702,590772,47376,87710,114
Klaus,Comedy,Atresmedia,Spain,English,2019,4.12,318039,1800,466158,78771,158398,96
Death Proof,Thriller,Troublemaker Studios,USA,English,2007,3.56,282257,3000,430207,100757,110376,113
Prometheus,Science Fiction,Dune Entertainment,UK,English,2012,3.24,361572,1000,592722,78976,106402,124
The Craft,Horror,Columbia Pictures,USA,English,1996,3.52,271286,6500,426241,101928,138849,101
Close,Drama,Menuet,Belgium,French,2022,4.1,216679,6400,255749,68490,103874,104
Glass,Science Fiction,Universal Pictures,USA,English,2019,2.9,346806,183,546203,63196,81263,129
Divergent,Adventure,Summit Entertainment,USA,English,2014,2.83,392975,2800,804706,44505,95875,139
Pokémon Detective Pikachu,Action,Legendary Pictures,Japan,English,2019,3.04,384432,466,618316,55850,110094,105
X-Men: Apocalypse,Science Fiction,The Donners' Company,USA,English,2016,2.58,412063,170,766095,75740,79585,144
Videodrome,Mystery,Guardian Trust Company,Canada,English,1983,3.88,216173,4200,309398,119890,100383,88
The Place Beyond the Pines,Drama,Sidney Kimmel Entertainment,USA,English,2012,3.78,258816,4100,384416,57394,105035,140
Maleficent,Fantasy,Walt Disney Pictures,USA,English,2014,3.17,409356,908,913428,46646,120449,97
The Twilight Saga: Breaking Dawn – Part 2,Romance,Summit Entertainment,USA,English,2012,2.77,355162,1300,757429,57471,100920,115
Scary Movie,Comedy,Brad Grey Pictures,USA,English,2000,3.05,361607,1500,709028,53661,111974,88
Spectre,Adventure,Metro-Goldwyn-Mayer,UK,English,2015,3.15,382855,184,689820,67163,94136,148
High School Musical,Music,Salty Pictures,USA,English,2006,3.16,360789,1600,868185,61004,124859,98
The Fifth Element,Fantasy,Gaumont,France,English,1997,3.74,299593,6700,549374,66745,146970,126
Captain Fantastic,Drama,Electric City Entertainment,USA,English,2016,3.92,295526,6800,440376,61310,138239,118
"O Brother, Where Art Thou?",Comedy,Touchstone Pictures,France,English,2000,3.94,300690,5000,508821,83383,145971,107
Fantastic Beasts: The Crimes of Grindelwald,Fantasy,Warner Bros. Pictures,UK,English,2018,2.56,397277,143,695256,55942,76020,134
Shoplifters,Drama,Fuji Television Network,Japan,Japanese,2018,4.3,204448,3700,279997,84627,102012,120
Transformers,Action,DreamWorks Pictures,USA,English,2007,3.12,400252,2300,810738,60868,110708,144
The Gray Man,Thriller,AGBO,USA,English,2022,2.73,325689,326,427303,52013,66101,122
The Lion King,Drama,Walt Disney Pictures,USA,English,2019,2.77,387317,487,741929,59721,85920,118
District 9,Science Fiction,TriStar Pictures,New Zealand,English,2009,3.8,349966,1900,611103,67640,143898,112
Indiana Jones and the Kingdom of the Crystal Skull,Action,Paramount,USA,English,2008,2.69,375501,132,732156,76690,76647,122
Black Adam,Science Fiction,New Line Cinema,USA,English,2022,2.31,335375,129,425104,88136,53574,125
I Care a Lot,Drama,STXfilms,UK,English,2020,3.11,302896,396,424865,45842,73465,119
Thirteen,Drama,Michael London Productions,UK,English,2003,3.48,248593,7500,382017,63119,110793,100
The Terminal,Comedy,DreamWorks Pictures,USA,English,2004,3.58,328987,1600,591579,53882,117250,128
The King’s Speech,History,The Weinstein Company,UK,English,2010,3.78,326361,981,620198,66933,119786,118
Men,Fantasy,DNA Films,UK,English,2022,2.82,241605,313,295809,82302,48324,100
Sherlock Holmes,Action,Warner Bros. Pictures,USA,English,2009,3.43,384117,672,815334,44976,131782,129
The Butterfly Effect,Thriller,FilmEngine,Canada,English,2004,3.46,311215,6900,531616,48602,115925,120
Predator,Thriller,Silver Pictures,Mexico,English,1987,3.79,322714,2800,519631,91275,137153,107
Aladdin,Fantasy,Walt Disney Pictures,USA,English,2019,2.95,385645,1000,691221,60829,96717,127
The Twilight Saga: Breaking Dawn – Part 1,Adventure,Summit Entertainment,USA,English,2011,2.55,349481,1000,750127,55192,89613,117
Godzilla,Science Fiction,Legendary Pictures,USA,English,2014,3.05,343110,745,571903,63994,92282,123
Monster,Thriller,TOHO,Japan,Japanese,2023,4.3,167523,9100,193953,57312,92923,125
The Skin I Live In,Horror,El Deseo,Spain,Spanish,2011,3.85,208228,1800,316686,67156,79412,120
Yesterday,Comedy,Working Title Films,UK,English,2019,2.89,326707,396,496767,49887,74886,116
8 Mile,Drama,Mikona Productions,Germany,English,2002,3.57,329866,2200,579128,39403,114761,111
Despicable Me 2,Animation,Illumination,USA,English,2013,3.11,375348,623,859687,45209,97320,98
The Ballad of Buster Scruggs,Comedy,Mike Zoss Productions,USA,English,2018,3.65,288531,640,421848,64907,103135,132
The Simpsons Movie,Family,Gracie Films,USA,English,2007,3.44,368589,1100,777443,41106,121305,87
Immaculate,Mystery,Black Bear Pictures,USA,English,2024,2.98,191001,317,214099,46269,48562,89
Theater Camp,Comedy,Gloria Sanchez Productions,USA,English,2023,3.76,204754,1200,243606,66518,88628,93
You Were Never Really Here,Drama,Why Not Productions,France,English,2017,3.7,220049,942,302928,70683,76982,89
The Neon Demon,Thriller,Space Rocket Nation,Denmark,English,2016,3.17,219297,1600,322870,73991,70612,118
First Man,History,Universal Pictures,USA,English,2018,3.67,237232,600,338330,74796,75596,141
A Haunting in Venice,Crime,20th Century Studios,UK,English,2023,3.01,263899,96,321005,57040,55805,104
Monster House,Animation,ImageMovers,USA,English,2006,3.35,337297,955,699752,62781,121277,91
Creed III,Action,Metro-Goldwyn-Mayer,USA,English,2023,3.46,266719,336,322704,82031,87226,116
Training Day,Action,WV Films II,USA,English,2001,3.97,286239,2700,433078,57845,113728,122
Hellraiser,Horror,New World Pictures,UK,English,1987,3.53,237947,3300,356868,95229,97531,94
Tarzan,Drama,Walt Disney Pictures,USA,English,1999,3.68,332479,1300,807709,63897,127982,88
Orphan,Horror,Warner Bros. Pictures,Canada,English,2009,3.27,315987,1300,543321,58175,91332,122
Click,Drama,Original Film,USA,English,2006,2.82,356364,1400,732186,37983,88404,107
Y Tu Mamá También,Romance,Bésame Mucho Pictures,Mexico,Spanish,2001,4.19,175704,9700,268607,89458,94557,106
Under the Silver Lake,Drama,Michael De Luca Productions,USA,English,2018,3.48,184887,2500,242031,72483,66989,139
The King,War,Plan B Entertainment,Australia,English,2019,3.38,278288,941,406275,40452,81605,140
Annie Hall,Drama,United Artists,USA,English,1977,4.04,228171,5200,385379,101132,101211,93
"Are You There God? It’s Me, Margaret.",Drama,Gracie Films,USA,English,2023,3.8,183835,567,220354,69475,77091,107
X2,Action,The Donners' Company,USA,English,2003,3.42,334085,287,668659,82160,108620,133
Closer,Drama,Columbia Pictures,UK,English,2004,3.4,232943,3800,361664,43568,80309,104
Morbius,Science Fiction,Columbia Pictures,USA,English,2022,1.6,280685,5700,361135,76705,29797,105
20th Century Women,Drama,Annapurna Pictures,USA,English,2016,4.0,175929,4700,255184,75303,92094,119
The Others,Mystery,Dimension Films,Spain,English,2001,3.74,267731,1500,449724,74675,103065,104
C’mon C’mon,Drama,Be Funny When You Can,USA,English,2021,4.13,164694,3900,204365,75161,83010,109
The Machinist,Thriller,Castelao Productions,Spain,English,2004,3.75,231804,1300,377019,43176,82326,101
The Godfather: Part III,Drama,Paramount,USA,English,1990,3.46,251009,634,411946,64104,77389,162
Loving Vincent,Drama,Breakthru Films,UK,English,2017,3.96,177047,2700,277149,51322,89913,95
My Own Private Idaho,Drama,New Line Cinema,USA,English,1991,3.87,145637,8000,220408,76213,76324,104
The Adam Project,Science Fiction,Skydance Media,USA,English,2022,2.93,307788,329,433357,48232,75384,106
Chicken Run,Animation,Aardman,France,English,2000,3.58,310173,1500,682790,54684,118004,84
Pirates of the Caribbean: On Stranger Tides,Adventure,Walt Disney Pictures,UK,English,2011,2.78,350796,269,790699,44206,80804,137
Signs,Drama,Touchstone Pictures,USA,English,2002,3.46,284316,2300,492462,69635,97688,106
Zombieland: Double Tap,Horror,Pariah,USA,English,2019,2.99,317189,144,506895,51597,83971,99
The World’s End,Action,Big Talk Studios,UK,English,2013,3.62,298339,2100,469766,72435,115216,109
The SpongeBob SquarePants Movie,Adventure,Paramount,USA,English,2004,3.86,318078,5500,651226,50055,147589,87
Submarine,Romance,Warp Films,UK,English,2010,3.83,200493,8200,317336,53283,100627,97
Enter the Void,Drama,Fidélité Films,Canada,English,2009,3.76,158366,5100,241399,64203,72558,161
Sing Street,Romance,Likely Story,Ireland,English,2016,4.02,224706,8000,325913,76872,120441,106
Passengers,Romance,Wanda Pictures,USA,English,2016,2.8,346753,507,617522,34741,72513,116
L.A. Confidential,Mystery,Regency Enterprises,USA,English,1997,4.07,252324,1900,381894,75518,98527,138
Once Upon a Time in America,Crime,The Ladd Company,USA,English,1984,4.21,172788,7800,262336,80910,79636,229
Funny Games,Thriller,Wega Film Vienna,Austria,German,1997,3.95,189612,3300,274856,83938,78723,109
RoboCop,Action,Orion Pictures,USA,English,1987,3.92,252572,4400,434524,84461,116138,102
The Lost World: Jurassic Park,Science Fiction,Universal Pictures,USA,English,1997,3.08,325839,498,666890,70928,88231,129
Paths of Glory,War,Bryna Productions,USA,English,1957,4.45,180864,2100,248092,105590,87451,88
The Lost Daughter,Drama,Pie Films,Greece,English,2021,3.52,214535,397,279432,56690,58679,122
Sonic the Hedgehog,Science Fiction,Original Film,Japan,English,2020,2.85,310696,619,464068,53262,80914,99
Who Framed Roger Rabbit,Fantasy,Amblin Entertainment,USA,English,1988,3.94,268089,3900,531618,78757,140867,104
Snow White and the Seven Dwarfs,Animation,Walt Disney Productions,USA,English,1937,3.43,303372,526,787658,79114,95190,83
The Addams Family,Comedy,Paramount,USA,English,1991,3.69,270604,2100,570419,69726,132528,102
Totally Killer,Comedy,Blumhouse Television,USA,English,2023,3.12,238644,192,280257,57277,70620,105
North by Northwest,Mystery,Metro-Goldwyn-Mayer,USA,English,1959,4.19,212864,2300,334890,103499,96859,136
The Piano Teacher,Romance,Wega Film Vienna,Austria,French,2001,4.1,151751,5700,220279,68854,66025,131
Some Like It Hot,Romance,The Mirisch Company,USA,English,1959,4.24,198678,4800,323660,108114,108385,122
Spring Breakers,Drama,Iconoclast,France,English,2012,2.77,253067,1500,456085,65261,63437,94
Chicago,Comedy,Miramax,Germany,English,2002,3.88,222297,4700,400352,81751,107277,113
American Sniper,Action,Warner Bros. Pictures,USA,English,2014,3.31,331386,817,557212,48183,86108,133
Battle Royale,Action,Toei Company,Japan,Japanese,2000,3.86,227183,3700,345911,67873,99377,113
Twin Peaks: Fire Walk with Me,Mystery,New Line Cinema,France,English,1992,4.18,188037,11000,287557,97952,106493,135
Renfield,Comedy,Skybound Entertainment,USA,English,2023,2.87,226299,239,274893,68075,58233,93
Bridge to Terabithia,Family,Lauren Levine Productions Inc.,USA,English,2007,3.58,270738,3200,557278,50801,112822,96
Saw II,Horror,Got Films,USA,English,2005,3.15,290400,1600,486663,72092,84215,93
Taylor Swift: The Eras Tour,Music,Taylor Swift Productions,USA,English,2023,4.31,214646,3700,270680,35969,134533,169
Hush,Thriller,Intrepid Pictures,USA,English,2016,3.21,320279,718,516558,60418,93537,82
Alice in Wonderland,Fantasy,Walt Disney Productions,USA,English,1951,3.74,282802,4500,689071,74558,125681,75
The Descent,Horror,Celador Films,UK,English,2005,3.6,243504,1900,356145,84882,92193,99
Blue Beetle,Action,Warner Bros. Pictures,USA,English,2023,2.94,237173,297,274925,75327,69759,128
Ocean’s Twelve,Crime,Village Roadshow Pictures,USA,English,2004,3.28,292126,782,568876,43368,86729,125
Million Dollar Baby,Drama,Lakeshore Entertainment,Switzerland,English,2004,3.98,246346,1700,433211,73142,92511,132
Solaris,Mystery,Unit Four,USSR,Russian,1972,4.24,131088,3400,201605,90403,65427,167
Night of the Living Dead,Thriller,Image Ten,USA,English,1968,3.97,204596,1700,325427,118003,97260,96
Life of Brian,Comedy,Handmade Films,UK,English,1979,3.97,266327,2600,463666,65416,122599,94
Sausage Party,Adventure,Columbia Pictures,Canada,English,2016,2.28,353593,250,630165,34124,55725,89
Nosferatu,Horror,Prana-Film GmbH,Germany,No spoken language,1922,3.89,171301,1400,286987,102654,75921,95
Pirates of the Caribbean: Dead Men Tell No Tales,Action,Walt Disney Pictures,USA,English,2017,2.62,330292,183,667448,44181,70148,128
The Guilty,Drama,Nine Stories Productions,USA,English,2021,2.88,292704,162,394741,37884,56292,91
The 400 Blows,Drama,Les Films du Carrosse,France,French,1959,4.32,179901,5000,274527,103117,92695,99
King Richard,History,Star Thrower Entertainment,USA,English,2021,3.68,239202,258,305661,65163,72652,144
Candyman,Thriller,Metro-Goldwyn-Mayer,Canada,English,2021,3.07,242999,177,323121,65514,64118,91
Crimson Peak,Horror,Double Dare You Productions,Mexico,English,2015,3.34,237892,3000,374309,71924,86428,119
Yi Yi,Drama,Omega Project,Japan,Chinese,2000,4.54,84444,7200,115791,81201,51153,174
Creep,Horror,Blumhouse Productions,USA,English,2014,3.34,248491,2700,343713,63877,85149,82
The Hangover Part II,Comedy,Legendary Pictures,USA,English,2011,2.9,343817,498,669345,33291,79757,102
Breathless,Crime,Les Films Impéria,France,French,1960,3.93,176699,2900,279021,92702,78227,90
The Aviator,Drama,Warner Bros. Pictures,Germany,English,2004,3.74,222527,736,387803,75705,75380,170
Women Talking,Drama,Plan B Entertainment,USA,English,2022,3.78,163287,656,198004,73718,55020,104
Godzilla × Kong: The New Empire,Science Fiction,Legendary Pictures,USA,English,2024,2.78,219137,300,245621,60238,63586,115
Final Destination,Horror,Hard Eight Pictures,USA,English,2000,3.14,276132,881,505249,66613,83564,98
Now You See Me 2,Thriller,Summit Entertainment,Hong Kong,English,2016,2.93,328521,1100,637370,30357,83668,129
What’s Eating Gilbert Grape,Drama,Paramount,USA,English,1993,3.8,231436,2500,421678,47787,99778,118
Mystic River,Thriller,Warner Bros. Pictures,USA,English,2003,3.83,251084,939,383708,57577,83847,138
Crimes of the Future,Horror,Serendipity Point Films,Canada,English,2022,3.29,173261,434,219851,71029,53164,107
Fantastic Beasts: The Secrets of Dumbledore,Fantasy,Warner Bros. Pictures,UK,English,2022,2.52,274749,122,397058,55281,47022,142
Fantastic Planet,Animation,Argos Films,Czechoslovakia,French,1973,4.02,151259,3800,218246,68410,79567,72
Blue Is the Warmest Color,Drama,Wild Bunch,Belgium,French,2013,3.29,229656,1400,423259,66240,72000,180
The Interview,Comedy,Point Grey Pictures,USA,English,2014,2.94,321041,496,569943,31152,81702,113
Hotel Transylvania,Family,Columbia Pictures,USA,English,2012,3.23,324338,435,722956,47741,91319,91
Hustle,Comedy,SpringHill Entertainment,USA,English,2022,3.54,266580,443,341474,46694,86063,117
The Tragedy of Macbeth,Drama,IAC Films,USA,English,2021,3.78,149592,422,191378,69386,54128,105
Labyrinth,Fantasy,TriStar Pictures,UK,English,1986,3.69,211644,12000,379689,71974,112313,102
127 Hours,Adventure,Fox Searchlight Pictures,France,English,2010,3.49,287409,299,537970,45255,79755,94
The Wolverine,Science Fiction,The Donners' Company,USA,English,2013,2.96,319558,94,647626,65578,78932,126
Happy Together,Romance,Jet Tone Production,Hong Kong,Cantonese,1997,4.22,144085,6800,196211,78429,80542,96
Godzilla: King of the Monsters,Science Fiction,Legendary Pictures,China,English,2019,2.79,289942,909,430717,66574,70594,132
Moon,Science Fiction,Lunar Industries,UK,English,2009,3.86,226662,1400,355198,58923,95222,97
Lion,Drama,The Weinstein Company,Australia,English,2016,3.88,247655,1600,410582,48556,96021,118
Road House,Thriller,Metro-Goldwyn-Mayer,USA,English,2024,2.62,229459,103,262040,37814,47681,121
Chef,Comedy,Altus Media,USA,English,2014,3.68,253066,3200,403677,45522,106514,114
Suzume,Animation,CoMix Wave Films,Japan,Japanese,2022,3.84,190632,1400,229054,49893,78251,123
See How They Run,Comedy,Searchlight Pictures,UK,English,2022,3.18,213979,150,267415,51055,55718,99
Shark Tale,Action,DreamWorks Animation,USA,English,2004,2.84,315079,805,745782,47041,81936,90
Bolt,Family,Walt Disney Animation Studios,USA,English,2008,3.06,327101,885,782919,50075,88852,98
Shrek Forever After,Adventure,DreamWorks Animation,USA,English,2010,2.85,327339,1100,730810,46466,75052,93
Silence,Drama,Waypoint Entertainment,Mexico,English,2016,3.96,172512,2100,239830,78739,66162,161
Spree,Horror,DreamCrew,USA,English,2020,3.1,219234,1300,285449,44583,75923,93
Inherent Vice,Comedy,Warner Bros. Pictures,USA,English,2014,3.62,168431,2000,252025,77903,61521,149
The Fast and the Furious: Tokyo Drift,Crime,MP Munich Pape Filmproductions,Germany,English,2006,3.09,293941,3800,521877,53697,93742,104
The Prince of Egypt,Adventure,DreamWorks Animation,USA,English,1998,4.0,246816,5400,499501,64606,120569,99
Evil Dead,Horror,TriStar Pictures,USA,English,2013,3.37,246163,2500,351885,78346,87472,91
The Ring,Mystery,DreamWorks Pictures,USA,English,2002,3.32,276121,1300,520170,72240,83811,115
Coherence,Science Fiction,Bellanova Films,UK,English,2013,3.75,187273,2400,249061,52242,73913,89
Brazil,Science Fiction,Embassy International Pictures,UK,English,1985,4.1,169241,5300,264911,87607,83065,143
Space Jam,Family,Warner Bros. Family Entertainment,USA,English,1996,3.24,306345,1200,660719,42722,109011,88
Insomnia,Crime,Alcon Entertainment,USA,English,2002,3.53,201869,130,302950,74118,57343,118
Gran Torino,Drama,Matten Productions,USA,English,2008,3.79,287485,2100,483813,48126,106409,116
Cloverfield,Thriller,Bad Robot,USA,English,2008,3.38,272850,1400,477040,59117,91088,85
Poltergeist,Horror,Metro-Goldwyn-Mayer,USA,English,1982,3.51,231614,707,425915,89899,86952,114
Hell or High Water,Crime,Sidney Kimmel Entertainment,USA,English,2016,3.92,250599,1200,349877,68749,95464,102
True Grit,Drama,Paramount,USA,English,2010,3.81,250223,632,419315,73145,91862,110
Sin City,Thriller,Dimension Films,USA,English,2005,3.68,246240,1200,455719,54457,94862,124
How to Train Your Dragon: The Hidden World,Animation,DreamWorks Animation,USA,English,2019,3.65,277621,917,490988,60350,103614,104
Hustlers,Comedy,STXfilms,USA,English,2019,3.3,243290,456,387724,53863,72779,110
They Live,Action,Alive Films,USA,English,1988,3.77,202165,1700,291754,78172,95021,93
A Simple Favor,Thriller,Feigco Entertainment,Canada,English,2018,3.18,252481,680,402016,44085,73709,117
Mission: Impossible III,Thriller,Paramount,USA,English,2006,3.35,269136,145,462419,74150,79239,126
Wonder,Family,Lionsgate,USA,English,2017,3.51,300453,1200,520555,39149,97653,113
Jumanji: The Next Level,Adventure,Columbia Pictures,USA,English,2019,2.86,316403,116,551454,41752,70313,123
The Bourne Identity,Drama,Universal Pictures,USA,English,2002,3.72,282762,1100,548918,51192,101759,119
Minions,Comedy,Illumination,USA,English,2015,2.76,325759,920,691740,41031,69310,91
Rope,Crime,Transatlantic Pictures,USA,English,1948,4.13,189732,2200,270632,84575,87748,81
Fear Street: 1666,Mystery,Chernin Entertainment,USA,English,2021,3.29,263146,843,368055,61810,88760,114
Irreversible,Crime,Wild Bunch,France,French,2002,3.77,175227,2800,264024,63115,64428,94
Mank,History,Netflix International Pictures,USA,English,2020,3.31,188311,86,249886,82638,43989,132
Blonde,Drama,Plan B Entertainment,USA,English,2022,2.05,205630,210,264755,50892,23996,167
Halloween Kills,Horror,Blumhouse Productions,USA,English,2021,2.43,251805,282,335641,86030,50707,105
Friends with Benefits,Comedy,Castle Rock Entertainment,USA,English,2011,2.9,293072,816,606148,41765,71223,109
The Host,Science Fiction,Chungeorahm Film,Japan,Korean,2006,3.76,206931,707,307576,78976,78470,120
Audition,Drama,Basara Pictures,Japan,Japanese,1999,3.82,153242,1600,218799,89110,64556,115
Rashomon,Crime,Daiei Film,Japan,Japanese,1950,4.23,176671,1900,263463,99551,80867,88
The Deer Hunter,War,Universal Pictures,UK,English,1978,4.19,173558,3200,262091,91578,72626,183
Buffalo ’66,Drama,Muse Productions,USA,English,1998,3.86,150340,7900,214400,56569,81803,110
Me and Earl and the Dying Girl,Comedy,Indian Paintbrush,USA,English,2015,3.82,194337,3800,321084,56394,92077,105
Where the Crawdads Sing,Mystery,3000 Pictures,USA,English,2022,3.19,223910,1600,284620,41185,59040,126
Ghostbusters: Afterlife,Comedy,Columbia Pictures,Canada,English,2021,3.05,245811,204,332626,53241,68360,124
The Love Witch,Romance,Anna Biller Productions,USA,English,2016,3.51,142353,4500,195969,73537,69361,121
The Mist,Thriller,Darkwoods Productions,USA,English,2007,3.42,245288,739,392223,63343,78949,126
Kingdom of the Planet of the Apes,Adventure,20th Century Studios,USA,English,2024,3.42,195510,270,217515,59541,65749,145
Sleepy Hollow,Drama,Paramount,Germany,English,1999,3.48,241872,1200,449548,75062,91339,105
Speed,Adventure,20th Century Fox,USA,English,1994,3.67,249176,1200,452963,55222,96899,116
Ikiru,Drama,TOHO,Japan,Japanese,1952,4.52,101567,5100,139271,88668,57354,143
Raising Arizona,Crime,Circle Films,USA,English,1987,3.86,195140,2600,306221,78231,91419,94
Alita: Battle Angel,Adventure,Troublemaker Studios,USA,English,2019,3.18,269504,800,406620,50596,79826,122
[REC],Horror,Filmax,Spain,Spanish,2007,3.68,227665,1600,340088,74913,84980,78
Paterson,Romance,Inkjet Productions,France,English,2016,3.9,165384,3300,240507,57774,75731,118
Damsel,Action,PCMA Productions,USA,English,2024,2.5,237848,170,274185,26953,44133,110
The Karate Kid,Family,Columbia Pictures,USA,English,1984,3.74,277186,3200,567128,53952,114437,126
Close Encounters of the Third Kind,Drama,Julia Phillips and Michael Phillips Productions,USA,English,1977,3.84,192689,1700,330540,88251,79512,135
Belfast,Drama,TKBC,UK,English,2021,3.48,195442,409,245143,65976,53501,98
Red Notice,Comedy,Flynn Picture Company,USA,English,2021,2.44,299128,201,440413,34149,50558,118
X-Men: The Last Stand,Thriller,The Donners' Company,USA,English,2006,2.6,303488,55,625988,66919,56137,104
The Nun,Horror,New Line Cinema,USA,English,2018,2.11,298670,428,453029,54251,40981,96
The Secret World of Arrietty,Animation,Studio Ghibli,France,Japanese,2010,3.78,227420,1900,368222,65714,103507,94
Point Break,Thriller,Largo Entertainment,Japan,English,1991,3.73,205100,3100,329240,61608,87426,122
X-Men Origins: Wolverine,Science Fiction,The Donners' Company,USA,English,2009,2.35,311316,159,627759,63049,54670,107
Mission: Impossible II,Action,Paramount,USA,English,2000,2.62,262648,104,453341,70541,50896,123
The Bling Ring,Drama,American Zoetrope,USA,English,2013,2.88,208848,1100,356302,55346,55158,90
Natural Born Killers,Thriller,J D Productions,USA,English,1994,3.6,187055,3400,305880,57175,73969,118
Bruce Almighty,Comedy,Pit Bull Productions,USA,English,2003,3.19,305520,342,674694,30668,86938,101
