Movie Name,Genre,Studio,Country,Primary Language,Release Year,Avg Rating,Raters,Fans,Watched,Lists,Likes,Duration (minutes)
Invisible Life,Drama,RT Features,Brazil,Portuguese,2019,4.05,24885,634,32428,12627,11929,140
Reds,Drama,JRS Productions,USA,English,1981,3.87,16936,241,26756,21078,6563,195
Chloe,Thriller,Outpost Studios,Canada,English,2009,2.71,38999,55,66642,9214,6635,96
The Burning,Horror,Miramax,USA,English,1981,3.15,30522,65,40448,20805,10021,91
The Crying Game,Crime,Palace Pictures,Ireland,English,1992,3.6,28763,105,49857,19416,8276,112
California Split,Comedy,Won World,USA,English,1974,3.9,24415,214,33394,12601,11354,108
Mangrove,Drama,Turbine Studios,UK,English,2020,4.08,28016,13,35974,15309,11529,127
The Earrings of Madame de…,Drama,Franco London Films,France,French,1953,4.06,17204,137,26582,26641,7493,105
Breathe,Drama,Mely Productions,France,French,2014,3.76,17843,153,25991,12510,7040,91
The Servant,Drama,Springbok Productions,UK,English,1963,4.1,20802,321,29614,19747,9439,116
Hotel Artemis,Science Fiction,The Ink Factory,UK,English,2018,2.79,43069,15,59772,10097,7883,94
Rust and Bone,Romance,Why Not Productions,Belgium,French,2012,3.76,33146,192,53552,12116,10674,123
The Life and Death of Colonel Blimp,War,Independent Producers,UK,English,1943,4.21,18298,366,26980,29388,8669,163
The Pelican Brief,Thriller,Warner Bros. Pictures,USA,English,1993,3.25,39586,62,70820,10577,9412,141
Black Christmas,Horror,Dimension Films,Canada,English,2006,2.6,34428,56,48100,17261,8571,95
The Human Centipede 2 (Full Sequence),Horror,Six Entertainment,Netherlands,English,2011,1.78,48026,210,79808,13198,5593,91
Can’t Hardly Wait,Romance,Columbia Pictures,USA,English,1998,3.08,35763,160,66963,12772,12201,100
Bratz,Family,MGA Entertainment,USA,English,2007,2.64,38543,216,89411,13663,12328,102
Money Monster,Drama,TriStar Pictures,USA,English,2016,3.03,47362,11,73436,9431,7487,98
Sometimes I Think About Dying,Drama,Page Fifty-Four Pictures,USA,English,2023,3.57,15912,106,19449,9538,6413,91
Ferdinand,Family,Blue Sky Studios,USA,English,2017,2.97,49597,52,86609,12402,10183,108
Mary Shelley,Romance,HanWay Films,Ireland,English,2017,3.12,31619,147,47675,10069,8462,120
Flower,Comedy,Diablo Entertainment,USA,English,2017,2.72,30325,105,44122,8041,6506,94
G.I. Joe: Retaliation,Science Fiction,Paramount,Canada,English,2013,2.2,57419,11,109790,9957,6679,110
Boy Kills World,Crime,Vertigo Entertainment,USA,English,2023,3.07,25355,71,28581,10509,8013,110
Reign of Fire,Fantasy,Touchstone Pictures,Ireland,English,2002,2.94,44016,47,78166,9402,9988,101
Barbie: Fairytopia,Animation,Mainframe Entertainment,USA,English,2005,3.37,43519,176,114719,14269,14984,70
The Assassin,Action,Sil-Metropole Organisation,China,Chinese,2015,3.5,23994,100,36129,16227,6911,105
Repo! The Genetic Opera,Music,Twisted Pictures,USA,English,2008,3.12,29778,1100,47629,15245,14216,98
Hotarubi no Mori e,Animation,Brain's Base,Japan,Japanese,2011,3.87,38167,407,59083,10260,16369,45
"Miraculous: Ladybug & Cat Noir, The Movie",Fantasy,The Awakening Production,China,French,2023,2.71,39290,182,48203,6493,10025,107
White Boy Rick,Crime,Studio 8,USA,English,2018,3.07,40858,71,53591,7689,8021,111
Wrong Turn,Thriller,Constantin Film,Germany,English,2021,2.52,41773,13,53290,13046,6932,110
Lifeforce,Thriller,Golan-Globus Productions,UK,English,1985,3.19,28102,33,40315,19353,9315,102
Cemetery Man,Comedy,K.G. Productions,France,Italian,1994,3.72,22710,407,32376,19360,10724,103
Tank Girl,Comedy,Trilogy Entertainment Group,USA,English,1995,3.08,26681,485,46626,13898,11262,104
Single All the Way,Comedy,Muse Entertainment,Canada,English,2021,2.71,39703,25,54936,11161,8033,99
I Wanna Dance with Somebody,History,Compelling Pictures,USA,English,2022,2.97,39927,29,48434,10582,8422,144
Paddleton,Comedy,Duplass Brothers Productions,USA,English,2019,3.82,32246,347,40663,12703,13074,89
Beautiful Disaster,Drama,Voltage Pictures,USA,English,2023,1.84,39286,34,49560,7109,5406,96
The Lords of Salem,Thriller,IM Global,Canada,English,2012,2.86,34552,55,50695,17667,9762,101
War and Peace,Drama,Mosfilm,USSR,Russian,1967,4.3,9671,352,14695,17006,5032,422
Uncle Frank,Drama,Your Face Goes Here Entertainment,USA,English,2020,3.64,35228,145,45201,10700,12885,95
Shot Caller,Crime,DirecTV,USA,English,2017,3.49,42383,169,55630,6998,11708,121
Monster-in-Law,Comedy,New Line Cinema,USA,English,2005,2.68,46314,72,107493,10724,10810,101
A Bay of Blood,Thriller,Nuova Linea Cinematografica,Italy,Italian,1971,3.36,25505,42,35002,21948,8867,85
He Got Game,Drama,40 Acres and a Mule Filmworks,USA,English,1998,3.61,31792,205,48035,13134,11108,136
Tarot,Horror,Screen Gems,USA,English,2024,2.15,31643,17,34734,9510,4674,92
The People vs. Larry Flynt,Drama,Columbia Pictures,USA,English,1996,3.59,35598,33,62167,11419,9386,130
Cool World,Comedy,Paramount,USA,English,1992,2.49,25904,74,48646,10400,6174,102
Love Letter,Romance,Fuji Television Network,Japan,Japanese,1995,4.05,17587,1100,23912,9882,9844,117
Troll,Action,Motion Blur,Norway,Norwegian,2022,2.49,45880,15,57183,7579,6251,104
Visitor Q,Comedy,CineRocket,Japan,Japanese,2001,3.3,18487,134,28548,14203,5964,84
Who Killed Captain Alex?,Comedy,Ramon Film Productions,Uganda,English,2010,4.16,25739,445,35827,11684,15809,68
On Body and Soul,Fantasy,Inforg-M&M Film,Hungary,Hungarian,2017,3.73,27838,353,39472,14565,10302,116
Linda Linda Linda,Music,Bitters End,Japan,Japanese,2005,4.07,16081,816,21745,10859,10424,114
Super Troopers,Crime,Fox Searchlight Pictures,USA,English,2001,3.22,46336,249,84982,10882,15632,103
My Bloody Valentine,Mystery,Lionsgate,USA,English,2009,2.42,42098,100,66343,14234,8373,101
Boss Level,Science Fiction,WarParty Films,UK,English,2021,3.02,42720,11,53886,10167,9682,94
Any Given Sunday,Drama,The Donners' Company,USA,English,1999,3.38,38587,93,63334,12417,9894,162
Night of the Creeps,Science Fiction,TriStar Pictures,USA,English,1986,3.5,28004,154,39087,21018,12217,88
"Comrades, Almost a Love Story",Romance,Orange Sky Golden Harvest,Hong Kong,Cantonese,1996,4.15,16943,584,22494,10996,9459,118
Romeo and Juliet,Drama,Paramount,Italy,English,1968,3.53,32424,419,69168,17284,11101,138
Miss Stevens,Drama,Gilbert Films,USA,English,2016,3.27,30652,103,46983,9876,10378,86
Angel Has Fallen,Action,Campbell Grobman Films,USA,English,2019,2.65,50462,29,76183,10322,8483,122
Purple Rain,Drama,Water,USA,English,1984,3.39,27839,342,49120,14964,11879,111
What About Bob?,Comedy,Touchstone Pictures,USA,English,1991,3.48,41088,347,76056,12497,15561,100
Far from the Madding Crowd,Romance,Fox Searchlight Pictures,USA,English,2015,3.5,30282,182,46924,10638,9762,119
Outbreak,Science Fiction,Kopelson Entertainment,USA,English,1995,3.13,45577,24,78941,10144,9201,127
"Black God, White Devil",Drama,Copacabana Filmes,Brazil,Portuguese,1964,3.78,18106,611,27085,18414,8620,120
Julieta,Drama,El Deseo,Spain,Spanish,2016,3.61,35151,87,53466,12087,9930,96
The Grudge,Horror,Ghost House Pictures,Canada,English,2019,1.69,43526,7,62862,12577,3369,93
Umma,Drama,Raimi Productions,USA,English,2022,2.2,34887,5,43814,10664,3707,83
The Craft: Legacy,Drama,Blumhouse Productions,USA,English,2020,2.17,38084,11,50987,10051,5435,94
RED 2,Action,di Bonaventura Pictures,Canada,English,2013,2.78,53974,11,105120,9556,10132,116
The Benchwarmers,Comedy,Revolution Studios,USA,English,2006,2.56,51879,303,97013,9866,12232,85
The Man Who Killed Don Quixote,Adventure,Tornasol Films,Belgium,English,2018,3.21,30288,78,42241,10403,7859,133
Jackass Presents: Bad Grandpa,Comedy,Paramount,USA,English,2013,2.79,53490,26,100237,9442,10714,92
Ghost Stories,Drama,Warp Films,UK,English,2017,3.21,39841,58,52181,12534,9726,98
Wrath of the Titans,Fantasy,Thunder Road,Spain,English,2012,2.25,57357,6,108372,8239,6431,99
Fail Safe,Drama,Columbia Pictures,USA,English,1964,4.17,18993,171,26134,16055,8196,112
Downton Abbey,Drama,Focus Features,UK,English,2019,3.46,40488,98,61110,10106,12344,122
Heart of Stone,Thriller,Skydance Media,USA,English,2023,2.2,44064,8,54531,8965,5163,122
Stripes,Action,Columbia Pictures,USA,English,1981,3.21,40565,86,72335,12821,12455,106
The Black Cat,Horror,Universal Pictures,USA,English,1934,3.54,22779,76,33320,22857,8902,63
Silent Night,Action,Thunder Road,USA,No spoken language,2023,2.38,31400,4,37100,12336,4975,104
Deep End,Drama,Maran Film,UK,English,1970,3.88,16902,286,24066,16006,7480,92
Riddick,Thriller,One Race,Canada,English,2013,2.81,49533,40,92605,9202,9965,119
Blood Red Sky,Action,Rat Pack Filmproduktion,Germany,German,2021,2.63,45636,15,58517,9575,7231,123
The Skeleton Key,Drama,Universal Pictures,Germany,English,2005,3.07,42230,130,74442,12647,10150,104
Pauline at the Beach,Romance,Les Films du Losange,France,French,1983,3.83,24119,177,35647,12299,9738,94
El Angel,Crime,El Deseo,Argentina,Spanish,2018,3.62,32427,547,45207,10837,12841,115
The Manchurian Candidate,Mystery,Clinica Estetico,USA,English,2004,3.27,37987,20,66792,10561,8480,129
Mars One,Drama,Filmes de Plástico,Brazil,Portuguese,2022,3.85,22158,499,26291,9984,11192,115
Shattered Glass,Drama,Cruise/Wagner Productions,Canada,English,2003,3.46,25130,113,37661,7687,7812,94
Harold & Kumar Escape from Guantanamo Bay,Adventure,New Line Cinema,USA,English,2008,2.91,50532,88,92648,8273,11933,101
Hearts Beat Loud,Family,Burn Later Productions,USA,English,2018,3.46,26775,40,37586,13274,9525,97
The Duellists,War,Enigma Productions,UK,English,1977,3.81,22097,197,30719,13331,8304,100
The Constant Gardener,Thriller,Scion Films,China,English,2005,3.57,37874,75,65547,12639,8758,129
Tokyo Sonata,Drama,Nikkatsu Corporation,Japan,Japanese,2008,4.09,19705,284,27068,10877,9221,120
Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,Adventure,Toei Animation,France,English,2003,4.13,27856,863,42835,12147,17242,66
Marty,Romance,United Artists,USA,English,1955,3.87,22799,144,33088,27026,9090,90
The Day of the Beast,Action,Canal+ España,Italy,Spanish,1995,3.66,28061,225,38993,16801,11703,103
Ava,Crime,Freckle Films,USA,English,2020,2.17,44960,25,64153,8220,4787,96
Aloners,Drama,Korean Academy of Film Arts,South Korea,Korean,2021,3.67,24967,360,31255,7809,10131,91
Beavis and Butt-Head Do America,Animation,Paramount,USA,English,1996,3.49,43707,282,81452,11386,17450,80
Igby Goes Down,Drama,United Artists,Germany,English,2002,3.4,24976,457,40577,8713,9345,97
Doom,Science Fiction,di Bonaventura Pictures,Czechia,English,2005,2.04,49661,53,85287,11554,6643,105
Prozac Nation,Drama,Millennium Media,Canada,English,2001,3.33,19878,533,32204,8125,8209,95
Cold Mountain,War,Miramax,USA,English,2003,3.41,37828,123,72238,12588,9093,154
Naked Gun 33⅓: The Final Insult,Comedy,Paramount,USA,English,1994,3.15,47452,49,90753,9937,12514,83
The Host,Science Fiction,Open Road Films,USA,English,2013,2.36,47679,119,104281,8899,8161,125
Suzhou River,Romance,Essential Filmproduktion,China,Chinese,2000,3.93,19353,524,25929,9922,9764,83
Escape from the Planet of the Apes,Science Fiction,APJAC Productions,USA,English,1971,3.22,37537,60,56926,17490,11596,98
Happy-Go-Lucky,Comedy,Thin Man Films,UK,English,2008,3.81,26095,322,41529,13262,10674,118
RV,Drama,Columbia Pictures,Germany,English,2006,2.53,51337,65,117193,8936,9912,99
Caravaggio,History,BFI,UK,English,1986,3.54,15072,120,23537,12176,5617,93
Champions,Comedy,Gold Circle Films,USA,English,2023,3.11,38207,14,45428,12543,9797,124
Black Sabbath,Horror,Emmepi Cinematografica,France,Italian,1963,3.63,22380,74,31879,20432,9350,95
RoboCop 2,Science Fiction,Orion Pictures,USA,English,1990,2.88,44067,29,78571,11427,10422,117
Bright Star,Drama,BBC Film,Australia,English,2009,3.68,22726,321,37574,14856,8919,119
Wayne’s World 2,Comedy,Paramount,USA,English,1993,3.12,47331,58,100581,10353,13762,95
Comet,Science Fiction,Fubar Films FL,USA,English,2014,3.52,22722,775,35456,8900,9863,91
Pastoral: To Die in the Country,Drama,Art Theatre Guild,Japan,Japanese,1974,4.18,10290,424,14936,12939,6040,101
Barbie as the Island Princess,Family,Rainmaker Entertainment,Canada,English,2007,3.44,42699,226,103666,14078,15761,85
Música,Music,Wonderland Sound and Vision,USA,English,2024,3.13,30905,54,34852,6747,9021,91
Get Shorty,Crime,Metro-Goldwyn-Mayer,USA,English,1995,3.45,38949,79,69355,11780,11774,105
Loving,Drama,Big Beach,UK,English,2016,3.51,32808,17,49511,13478,8375,123
Cat People,Horror,Universal Pictures,USA,English,1982,3.18,23205,49,35912,15459,6959,118
Exam,Mystery,Bedlam Productions,UK,English,2009,2.96,42389,52,66953,8283,7608,101
"The Good, The Bad, The Weird",Action,CJ Entertainment,South Korea,Korean,2008,3.71,28175,112,43140,14026,10138,130
The Killers,Crime,Universal Pictures,USA,English,1946,3.84,22142,47,33398,22320,8440,103
Babe: Pig in the City,Drama,Kennedy Miller Productions,Australia,English,1998,3.07,41196,219,113344,11626,10195,92
The Five-Year Engagement,Romance,Universal Pictures,USA,English,2012,2.82,43286,21,83458,9404,7757,124
Manhattan Murder Mystery,Comedy,TriStar Pictures,USA,English,1993,3.69,37102,174,59489,10879,12397,104
"Silent Night, Deadly Night",Horror,Slayride,USA,English,1984,3.0,30628,36,43608,22129,9974,79
Semi-Pro,Comedy,New Line Cinema,USA,English,2008,2.8,52214,73,91337,8897,10992,91
A Bride for Rip Van Winkle,Drama,Rockwell Eyes,Japan,Japanese,2016,4.04,10854,692,14704,10120,6334,179
"Faster, Pussycat! Kill! Kill!",Thriller,Eve Productions Inc.,USA,English,1965,3.62,20301,265,33211,18015,9317,84
The Long Good Friday,Crime,Calendar Productions,UK,English,1980,3.91,24865,140,34729,15948,9879,114
Fatherhood,Comedy,Columbia Pictures,Canada,English,2021,3.12,45675,35,64924,7842,10539,109
Wristcutters: A Love Story,Fantasy,No Matter Pictures,UK,English,2006,3.61,27171,1100,46178,10400,12602,88
The Midnight Meat Train,Mystery,Lakeshore Entertainment,USA,English,2008,2.74,37022,19,57761,12040,7504,98
Gomorrah,Crime,Fandango,Italy,Italian,2008,3.71,26180,51,42652,15466,7595,136
Fellini Satyricon,Fantasy,PEA,Italy,Italian,1969,3.65,16183,249,26880,20808,6264,129
964 Pinocchio,Thriller,Honekoubou,Japan,Japanese,1991,3.36,12100,232,17079,11837,5473,97
Jeepers Creepers 2,Horror,Jeepers Creepers II,USA,English,2003,2.71,47502,80,80134,14005,11128,104
A River Runs Through It,Drama,Columbia Pictures,USA,English,1992,3.57,32395,434,55243,11214,10820,123
Dick,Comedy,Columbia Pictures,Canada,English,1999,3.48,21977,243,37847,11195,9749,94
Freeway,Comedy,August Entertainment,USA,English,1996,3.46,25429,139,36994,12295,10226,102
The Last House on the Left,Drama,Rogue Pictures,USA,English,2009,2.93,41377,29,68562,13071,8026,110
Dragonball Evolution,Thriller,World Film Magic,Hong Kong,English,2009,0.88,58311,86,89159,8076,2249,85
Demonlover,Thriller,Citizen Films,France,French,2002,3.56,16805,243,24544,11741,6921,121
Snake Eyes: G.I. Joe Origins,Action,Paramount,Canada,English,2021,2.21,40260,14,52561,12006,5326,121
The Wild Pear Tree,Drama,Zeynofilm,Bosnia and Herzegovina,Turkish,2018,4.0,28661,665,43170,10982,11505,188
Arctic,Drama,Armory Films,Iceland,English,2018,3.47,35177,28,45917,8995,8654,98
Perfect Strangers,Comedy,Medusa Film,Italy,Italian,2016,3.68,46344,430,69321,7020,15889,97
The Guard,Crime,Prescience,Ireland,English,2011,3.68,40522,130,57695,8869,12385,96
Alcarràs,Drama,Avalon,Spain,Catalan,2022,3.66,28367,134,36716,11643,9855,120
Safe House,Thriller,Universal Pictures,USA,English,2012,2.91,50508,12,86036,8255,8621,115
Batman Beyond: Return of the Joker,Action,Warner Bros. Animation,USA,English,2000,3.75,40242,114,67729,15215,17641,76
The Nest,Drama,FilmNation Entertainment,Canada,English,2020,3.39,28939,13,36629,10781,6911,107
Elektra,Action,Regency Enterprises,USA,English,2005,1.6,47993,32,96565,14109,4187,97
Imitation of Life,Drama,Universal International Pictures,USA,English,1959,3.99,21190,226,33165,20296,9208,125
Summer of Sam,Drama,40 Acres and a Mule Filmworks,USA,English,1999,3.5,24969,81,38957,11679,7878,142
Midnight Sun,Romance,Boies/Schiller Film Group,USA,English,2018,2.45,47576,275,79670,9236,9817,91
Night of the Comet,Comedy,Atlantic Releasing Corporation,USA,English,1984,3.28,26658,119,38605,18319,10986,95
The Stranger,Thriller,International Pictures,USA,English,1946,3.68,30495,26,44787,15904,9788,95
…And Justice for All,Drama,Columbia Pictures,USA,English,1979,3.77,24128,231,33089,9992,9827,119
Spy Game,Thriller,Universal Pictures,France,English,2001,3.31,41226,105,71194,10419,10112,126
Begotten,Fantasy,Theatre Of Material,USA,No spoken language,1989,2.97,20033,223,33200,13114,6462,72
New York Minute,Comedy,Di Novi Pictures,USA,English,2004,2.83,36574,94,91398,12135,11287,91
Mowgli: Legend of the Jungle,Adventure,The Imaginarium,UK,English,2018,2.73,49844,13,84238,8456,6926,105
Papillon,Drama,Red Granite Pictures,Czechia,English,2017,3.46,42016,223,58350,6690,10974,134
Plan 9 from Outer Space,Science Fiction,Reynolds Pictures,USA,English,1957,2.26,29463,95,52193,16878,9116,79
Black Christmas,Thriller,Universal Pictures,USA,English,2019,1.84,37278,9,48520,16492,4007,92
Summerland,Drama,Shoebox Films,UK,English,2020,3.84,22204,648,28272,13630,11286,100
Asterix & Obelix: Mission Cleopatra,Comedy,Canal+,France,French,2002,3.53,51026,560,93752,8019,19378,108
Peggy Sue Got Married,Comedy,American Zoetrope,USA,English,1986,3.32,27200,59,46661,13869,8560,103
The Queen,History,Granada Productions,France,English,2006,3.48,37537,27,66891,16733,7727,103
Burning Days,Drama,Liman Film,Croatia,Turkish,2022,3.89,33966,245,44246,6901,12454,131
"Lyle, Lyle, Crocodile",Comedy,Eagle Pictures,Italy,English,2022,2.45,34482,52,42710,9184,6295,106
Hot Shots!,Action,20th Century Fox,USA,English,1991,3.18,44978,56,83961,9484,11689,84
Transporter 2,Action,EuropaCorp,France,English,2005,2.74,52983,28,111081,8142,9003,87
Bring Me the Head of Alfredo Garcia,Crime,Optimus Films,USA,English,1974,3.93,19989,170,29164,20746,8520,113
August Rush,Music,Warner Bros. Pictures,USA,English,2007,3.28,43056,578,95585,10318,14281,114
The Woman Who Ran,Drama,Jeonwonsa Film,South Korea,Korean,2020,3.66,18515,108,26056,11153,7651,77
The Thing from Another World,Horror,Winchester Pictures Corporation,USA,English,1951,3.41,26542,45,39667,19486,8505,87
